tissue,cell_line,drug_name_A,drug_name_B,synergy
Bone,ES1,Lapatinib,Linsitinib,0
Bone,ES4,Lapatinib,Linsitinib,1
Bone,ES6,Lapatinib,Linsitinib,1
Bone,ES7,Lapatinib,Linsitinib,1
Bone,ES8,Lapatinib,Linsitinib,1
Bone,EW-1,Lapatinib,Linsitinib,0
Bone,EW-11,Lapatinib,Linsitinib,1
Bone,EW-13,Lapatinib,Linsitinib,1
Bone,EW-16,Lapatinib,Linsitinib,1
Bone,EW-18,Lapatinib,Linsitinib,0
Bone,EW-22,Lapatinib,Linsitinib,1
Bone,EW-24,Lapatinib,Linsitinib,1
Bone,EW-3,Lapatinib,Linsitinib,1
Bone,EW-7,Lapatinib,Linsitinib,1
Bone,G-292-CLONE-A141B1,Lapatinib,Linsitinib,0
Bone,H-EMC-SS,Lapatinib,Linsitinib,0
Bone,HOS,Lapatinib,Linsitinib,0
Bone,HUO-3N1,Lapatinib,Linsitinib,1
Bone,HUO9,Lapatinib,Linsitinib,0
Bone,MG-63,Lapatinib,Linsitinib,1
Bone,MHH-ES-1,Lapatinib,Linsitinib,1
Bone,NOS-1,Lapatinib,Linsitinib,1
Bone,NY,Lapatinib,Linsitinib,1
Bone,RH-1,Lapatinib,Linsitinib,1
Bone,SJSA-1,Lapatinib,Linsitinib,0
Bone,SK-ES-1,Lapatinib,Linsitinib,1
Bone,SAOS-2,Lapatinib,Linsitinib,1
Bone,U-2-OS,Lapatinib,Linsitinib,0
Bone,A673,Taselisib,Linsitinib,0
Bone,CADO-ES1,Taselisib,Linsitinib,1
Bone,CAL-72,Taselisib,Linsitinib,1
Bone,CAL-78,Taselisib,Linsitinib,0
Bone,CHSA8926,Taselisib,Linsitinib,1
Bone,CS1,Taselisib,Linsitinib,1
Bone,ES1,Taselisib,Linsitinib,0
Bone,ES4,Taselisib,Linsitinib,1
Bone,ES6,Taselisib,Linsitinib,0
Bone,ES7,Taselisib,Linsitinib,1
Bone,ES8,Taselisib,Linsitinib,1
Bone,EW-1,Taselisib,Linsitinib,0
Bone,EW-11,Taselisib,Linsitinib,0
Bone,EW-13,Taselisib,Linsitinib,1
Bone,EW-16,Taselisib,Linsitinib,0
Bone,EW-18,Taselisib,Linsitinib,0
Bone,EW-22,Taselisib,Linsitinib,0
Bone,EW-24,Taselisib,Linsitinib,0
Bone,EW-3,Taselisib,Linsitinib,0
Bone,EW-7,Taselisib,Linsitinib,1
Bone,G-292-CLONE-A141B1,Taselisib,Linsitinib,0
Bone,H-EMC-SS,Taselisib,Linsitinib,0
Bone,HOS,Taselisib,Linsitinib,0
Bone,HUO-3N1,Taselisib,Linsitinib,1
Bone,HUO9,Taselisib,Linsitinib,0
Bone,MG-63,Taselisib,Linsitinib,1
Bone,MHH-ES-1,Taselisib,Linsitinib,0
Bone,NOS-1,Taselisib,Linsitinib,0
Bone,NY,Taselisib,Linsitinib,1
Bone,RH-1,Taselisib,Linsitinib,0
Bone,SJSA-1,Taselisib,Linsitinib,1
Bone,SK-ES-1,Taselisib,Linsitinib,0
Bone,SAOS-2,Taselisib,Linsitinib,1
Bone,U-2-OS,Taselisib,Linsitinib,0
Bone,A673,Taselisib,Sapitinib,1
Bone,CADO-ES1,Taselisib,Sapitinib,1
Bone,CAL-72,Taselisib,Sapitinib,1
Bone,CAL-78,Taselisib,Sapitinib,1
Bone,CHSA8926,Taselisib,Sapitinib,1
Bone,CS1,Taselisib,Sapitinib,1
Bone,ES1,Taselisib,Sapitinib,1
Bone,ES4,Taselisib,Sapitinib,1
Bone,ES6,Taselisib,Sapitinib,1
Bone,ES7,Taselisib,Sapitinib,1
Bone,ES8,Taselisib,Sapitinib,0
Bone,EW-1,Taselisib,Sapitinib,1
Bone,EW-11,Taselisib,Sapitinib,1
Bone,EW-13,Taselisib,Sapitinib,1
Bone,EW-16,Taselisib,Sapitinib,1
Bone,EW-18,Taselisib,Sapitinib,1
Bone,EW-22,Taselisib,Sapitinib,1
Bone,EW-24,Taselisib,Sapitinib,1
Bone,EW-3,Taselisib,Sapitinib,1
Bone,EW-7,Taselisib,Sapitinib,1
Bone,G-292-CLONE-A141B1,Taselisib,Sapitinib,1
Bone,H-EMC-SS,Taselisib,Sapitinib,1
Bone,HOS,Taselisib,Sapitinib,1
Bone,HUO-3N1,Taselisib,Sapitinib,0
Bone,HUO9,Taselisib,Sapitinib,1
Bone,MG-63,Taselisib,Sapitinib,1
Bone,MHH-ES-1,Taselisib,Sapitinib,1
Bone,NOS-1,Taselisib,Sapitinib,1
Bone,NY,Taselisib,Sapitinib,1
Bone,RH-1,Taselisib,Sapitinib,0
Bone,SJSA-1,Taselisib,Sapitinib,1
Bone,SK-ES-1,Taselisib,Sapitinib,1
Bone,SAOS-2,Taselisib,Sapitinib,1
Bone,TC-71,Taselisib,Sapitinib,1
Bone,U-2-OS,Taselisib,Sapitinib,1
Bone,A673,Navitoclax,Taselisib,1
Bone,CADO-ES1,Navitoclax,Taselisib,1
Bone,CAL-72,Navitoclax,Taselisib,1
Bone,CAL-78,Navitoclax,Taselisib,1
Bone,CHSA8926,Navitoclax,Taselisib,1
Bone,CS1,Navitoclax,Taselisib,1
Bone,ES1,Navitoclax,Taselisib,1
Bone,ES4,Navitoclax,Taselisib,1
Bone,ES6,Navitoclax,Taselisib,0
Bone,ES7,Navitoclax,Taselisib,1
Bone,ES8,Navitoclax,Taselisib,1
Bone,EW-1,Navitoclax,Taselisib,1
Bone,EW-11,Navitoclax,Taselisib,1
Bone,EW-13,Navitoclax,Taselisib,1
Bone,EW-16,Navitoclax,Taselisib,1
Bone,EW-18,Navitoclax,Taselisib,0
Bone,EW-22,Navitoclax,Taselisib,1
Bone,EW-24,Navitoclax,Taselisib,1
Bone,EW-3,Navitoclax,Taselisib,1
Bone,EW-7,Navitoclax,Taselisib,1
Bone,G-292-CLONE-A141B1,Navitoclax,Taselisib,1
Bone,H-EMC-SS,Navitoclax,Taselisib,1
Bone,HOS,Navitoclax,Taselisib,1
Bone,HUO-3N1,Navitoclax,Taselisib,1
Bone,HUO9,Navitoclax,Taselisib,1
Bone,MG-63,Navitoclax,Taselisib,1
Bone,MHH-ES-1,Navitoclax,Taselisib,1
Bone,NOS-1,Navitoclax,Taselisib,1
Bone,NY,Navitoclax,Taselisib,0
Bone,RH-1,Navitoclax,Taselisib,1
Bone,SJSA-1,Navitoclax,Taselisib,1
Bone,SK-ES-1,Navitoclax,Taselisib,1
Bone,SAOS-2,Navitoclax,Taselisib,1
Bone,TC-71,Navitoclax,Taselisib,0
Bone,U-2-OS,Navitoclax,Taselisib,0
Bone,A673,Trametinib,Taselisib,1
Bone,CADO-ES1,Trametinib,Taselisib,1
Bone,CAL-72,Trametinib,Taselisib,1
Bone,CAL-78,Trametinib,Taselisib,1
Bone,CHSA8926,Trametinib,Taselisib,0
Bone,CS1,Trametinib,Taselisib,1
Bone,ES1,Trametinib,Taselisib,1
Bone,ES4,Trametinib,Taselisib,1
Bone,ES6,Trametinib,Taselisib,1
Bone,ES7,Trametinib,Taselisib,1
Bone,ES8,Trametinib,Taselisib,0
Bone,EW-1,Trametinib,Taselisib,1
Bone,EW-11,Trametinib,Taselisib,1
Bone,EW-13,Trametinib,Taselisib,0
Bone,EW-16,Trametinib,Taselisib,1
Bone,EW-18,Trametinib,Taselisib,1
Bone,EW-22,Trametinib,Taselisib,1
Bone,EW-24,Trametinib,Taselisib,1
Bone,EW-3,Trametinib,Taselisib,0
Bone,EW-7,Trametinib,Taselisib,1
Bone,G-292-CLONE-A141B1,Trametinib,Taselisib,1
Bone,H-EMC-SS,Trametinib,Taselisib,1
Bone,HOS,Trametinib,Taselisib,1
Bone,HUO-3N1,Trametinib,Taselisib,1
Bone,HUO9,Trametinib,Taselisib,0
Bone,MG-63,Trametinib,Taselisib,1
Bone,MHH-ES-1,Trametinib,Taselisib,1
Bone,NOS-1,Trametinib,Taselisib,1
Bone,NY,Trametinib,Taselisib,1
Bone,RH-1,Trametinib,Taselisib,1
Bone,SJSA-1,Trametinib,Taselisib,1
Bone,SK-ES-1,Trametinib,Taselisib,0
Bone,SAOS-2,Trametinib,Taselisib,1
Bone,TC-71,Trametinib,Taselisib,1
Bone,U-2-OS,Trametinib,Taselisib,1
Bone,A673,Lapatinib,Taselisib,1
Bone,CADO-ES1,Lapatinib,Taselisib,1
Bone,CAL-72,Lapatinib,Taselisib,1
Bone,CAL-78,Lapatinib,Taselisib,1
Bone,CHSA8926,Lapatinib,Taselisib,0
Bone,CS1,Lapatinib,Taselisib,1
Bone,ES1,Lapatinib,Taselisib,0
Bone,ES4,Lapatinib,Taselisib,1
Bone,ES6,Lapatinib,Taselisib,1
Bone,ES7,Lapatinib,Taselisib,1
Bone,ES8,Lapatinib,Taselisib,1
Bone,EW-1,Lapatinib,Taselisib,1
Bone,EW-11,Lapatinib,Taselisib,1
Bone,EW-13,Lapatinib,Taselisib,1
Bone,EW-16,Lapatinib,Taselisib,1
Bone,EW-18,Lapatinib,Taselisib,0
Bone,EW-22,Lapatinib,Taselisib,0
Bone,EW-24,Lapatinib,Taselisib,1
Bone,EW-3,Lapatinib,Taselisib,0
Bone,EW-7,Lapatinib,Taselisib,1
Bone,G-292-CLONE-A141B1,Lapatinib,Taselisib,0
Bone,H-EMC-SS,Lapatinib,Taselisib,0
Bone,HOS,Lapatinib,Taselisib,0
Bone,HUO-3N1,Lapatinib,Taselisib,1
Bone,HUO9,Lapatinib,Taselisib,1
Bone,MG-63,Lapatinib,Taselisib,1
Bone,MHH-ES-1,Lapatinib,Taselisib,1
Bone,NOS-1,Lapatinib,Taselisib,1
Bone,NY,Lapatinib,Taselisib,1
Bone,RH-1,Lapatinib,Taselisib,1
Bone,SJSA-1,Lapatinib,Taselisib,0
Bone,SK-ES-1,Lapatinib,Taselisib,0
Bone,SAOS-2,Lapatinib,Taselisib,1
Bone,TC-71,Lapatinib,Taselisib,1
Bone,U-2-OS,Lapatinib,Taselisib,0
Bone,A673,Trametinib,SCH772984,0
Bone,CADO-ES1,Trametinib,SCH772984,0
Bone,CAL-72,Trametinib,SCH772984,0
Bone,CAL-78,Trametinib,SCH772984,0
Bone,CHSA8926,Trametinib,SCH772984,1
Bone,CS1,Trametinib,SCH772984,0
Bone,ES1,Trametinib,SCH772984,0
Bone,ES4,Trametinib,SCH772984,0
Bone,ES6,Trametinib,SCH772984,0
Bone,ES7,Trametinib,SCH772984,0
Bone,ES8,Trametinib,SCH772984,0
Bone,EW-1,Trametinib,SCH772984,0
Bone,EW-11,Trametinib,SCH772984,0
Bone,EW-16,Trametinib,SCH772984,0
Bone,EW-18,Trametinib,SCH772984,0
Bone,EW-22,Trametinib,SCH772984,0
Bone,EW-24,Trametinib,SCH772984,0
Bone,EW-3,Trametinib,SCH772984,1
Bone,EW-7,Trametinib,SCH772984,0
Bone,G-292-CLONE-A141B1,Trametinib,SCH772984,1
Bone,H-EMC-SS,Trametinib,SCH772984,0
Bone,HOS,Trametinib,SCH772984,0
Bone,HUO-3N1,Trametinib,SCH772984,0
Bone,HUO9,Trametinib,SCH772984,0
Bone,MG-63,Trametinib,SCH772984,1
Bone,MHH-ES-1,Trametinib,SCH772984,0
Bone,NOS-1,Trametinib,SCH772984,1
Bone,NY,Trametinib,SCH772984,0
Bone,RH-1,Trametinib,SCH772984,0
Bone,SJSA-1,Trametinib,SCH772984,0
Bone,SK-ES-1,Trametinib,SCH772984,0
Bone,SAOS-2,Trametinib,SCH772984,0
Bone,TC-71,Trametinib,SCH772984,0
Bone,U-2-OS,Trametinib,SCH772984,1
Bone,A673,MK-2206,OSI-027,1
Bone,CADO-ES1,MK-2206,OSI-027,1
Bone,CAL-72,MK-2206,OSI-027,0
Bone,CAL-78,MK-2206,OSI-027,1
Bone,CHSA8926,MK-2206,OSI-027,1
Bone,CS1,MK-2206,OSI-027,1
Bone,ES1,MK-2206,OSI-027,1
Bone,ES4,MK-2206,OSI-027,1
Bone,ES6,MK-2206,OSI-027,0
Bone,ES7,MK-2206,OSI-027,1
Bone,ES8,MK-2206,OSI-027,1
Bone,EW-1,MK-2206,OSI-027,1
Bone,EW-11,MK-2206,OSI-027,1
Bone,EW-13,MK-2206,OSI-027,1
Bone,EW-16,MK-2206,OSI-027,1
Bone,EW-18,MK-2206,OSI-027,1
Bone,EW-22,MK-2206,OSI-027,1
Bone,EW-24,MK-2206,OSI-027,0
Bone,EW-3,MK-2206,OSI-027,1
Bone,EW-7,MK-2206,OSI-027,1
Bone,G-292-CLONE-A141B1,MK-2206,OSI-027,1
Bone,H-EMC-SS,MK-2206,OSI-027,1
Bone,HOS,MK-2206,OSI-027,1
Bone,HUO-3N1,MK-2206,OSI-027,1
Bone,HUO9,MK-2206,OSI-027,1
Bone,MG-63,MK-2206,OSI-027,1
Bone,MHH-ES-1,MK-2206,OSI-027,1
Bone,NOS-1,MK-2206,OSI-027,1
Bone,NY,MK-2206,OSI-027,1
Bone,RH-1,MK-2206,OSI-027,1
Bone,SJSA-1,MK-2206,OSI-027,0
Bone,SK-ES-1,MK-2206,OSI-027,1
Bone,SAOS-2,MK-2206,OSI-027,1
Bone,TC-71,MK-2206,OSI-027,1
Bone,U-2-OS,MK-2206,OSI-027,1
Bone,A673,Taselisib,OSI-027,1
Bone,CADO-ES1,Taselisib,OSI-027,1
Bone,CAL-72,Taselisib,OSI-027,1
Bone,CAL-78,Taselisib,OSI-027,1
Bone,CHSA8926,Taselisib,OSI-027,1
Bone,CS1,Taselisib,OSI-027,1
Bone,ES1,Taselisib,OSI-027,1
Bone,ES4,Taselisib,OSI-027,1
Bone,ES6,Taselisib,OSI-027,1
Bone,ES7,Taselisib,OSI-027,1
Bone,ES8,Taselisib,OSI-027,1
Bone,EW-1,Taselisib,OSI-027,1
Bone,EW-11,Taselisib,OSI-027,1
Bone,EW-13,Taselisib,OSI-027,1
Bone,EW-16,Taselisib,OSI-027,1
Bone,EW-18,Taselisib,OSI-027,1
Bone,EW-22,Taselisib,OSI-027,1
Bone,EW-24,Taselisib,OSI-027,1
Bone,EW-3,Taselisib,OSI-027,1
Bone,EW-7,Taselisib,OSI-027,1
Bone,G-292-CLONE-A141B1,Taselisib,OSI-027,1
Bone,H-EMC-SS,Taselisib,OSI-027,0
Bone,HOS,Taselisib,OSI-027,1
Bone,HUO-3N1,Taselisib,OSI-027,0
Bone,HUO9,Taselisib,OSI-027,1
Bone,MG-63,Taselisib,OSI-027,1
Bone,MHH-ES-1,Taselisib,OSI-027,1
Bone,NOS-1,Taselisib,OSI-027,1
Bone,NY,Taselisib,OSI-027,0
Bone,RH-1,Taselisib,OSI-027,1
Bone,SJSA-1,Taselisib,OSI-027,1
Bone,SK-ES-1,Taselisib,OSI-027,1
Bone,SAOS-2,Taselisib,OSI-027,1
Bone,TC-71,Taselisib,OSI-027,1
Bone,U-2-OS,Taselisib,OSI-027,1
Bone,A673,Trametinib,LGK974,0
Bone,CADO-ES1,Trametinib,LGK974,0
Bone,CAL-72,Trametinib,LGK974,0
Bone,CAL-78,Trametinib,LGK974,0
Bone,CHSA8926,Trametinib,LGK974,0
Bone,CS1,Trametinib,LGK974,1
Bone,ES1,Trametinib,LGK974,0
Bone,ES4,Trametinib,LGK974,0
Bone,ES6,Trametinib,LGK974,0
Bone,ES7,Trametinib,LGK974,0
Bone,ES8,Trametinib,LGK974,0
Bone,EW-1,Trametinib,LGK974,0
Bone,EW-11,Trametinib,LGK974,0
Bone,EW-16,Trametinib,LGK974,0
Bone,EW-18,Trametinib,LGK974,0
Bone,EW-22,Trametinib,LGK974,0
Bone,EW-24,Trametinib,LGK974,0
Bone,EW-3,Trametinib,LGK974,0
Bone,EW-7,Trametinib,LGK974,1
Bone,G-292-CLONE-A141B1,Trametinib,LGK974,0
Bone,H-EMC-SS,Trametinib,LGK974,0
Bone,HOS,Trametinib,LGK974,0
Bone,HUO-3N1,Trametinib,LGK974,0
Bone,HUO9,Trametinib,LGK974,1
Bone,MG-63,Trametinib,LGK974,0
Bone,MHH-ES-1,Trametinib,LGK974,0
Bone,NOS-1,Trametinib,LGK974,1
Bone,NY,Trametinib,LGK974,0
Bone,RH-1,Trametinib,LGK974,0
Bone,SJSA-1,Trametinib,LGK974,1
Bone,SK-ES-1,Trametinib,LGK974,1
Bone,SAOS-2,Trametinib,LGK974,0
Bone,TC-71,Trametinib,LGK974,1
Bone,U-2-OS,Trametinib,LGK974,0
Bone,A673,Lapatinib,LGK974,0
Bone,CADO-ES1,Lapatinib,LGK974,0
Bone,CAL-72,Lapatinib,LGK974,0
Bone,CAL-78,Lapatinib,LGK974,0
Bone,CHSA8926,Lapatinib,LGK974,0
Bone,CS1,Lapatinib,LGK974,0
Bone,ES1,Lapatinib,LGK974,1
Bone,ES4,Lapatinib,LGK974,0
Bone,ES6,Lapatinib,LGK974,0
Bone,ES7,Lapatinib,LGK974,1
Bone,ES8,Lapatinib,LGK974,1
Bone,EW-1,Lapatinib,LGK974,0
Bone,EW-11,Lapatinib,LGK974,0
Bone,EW-16,Lapatinib,LGK974,0
Bone,EW-18,Lapatinib,LGK974,0
Bone,EW-22,Lapatinib,LGK974,0
Bone,EW-24,Lapatinib,LGK974,1
Bone,EW-3,Lapatinib,LGK974,0
Bone,EW-7,Lapatinib,LGK974,1
Bone,G-292-CLONE-A141B1,Lapatinib,LGK974,0
Bone,H-EMC-SS,Lapatinib,LGK974,0
Bone,HOS,Lapatinib,LGK974,0
Bone,HUO-3N1,Lapatinib,LGK974,0
Bone,HUO9,Lapatinib,LGK974,1
Bone,MG-63,Lapatinib,LGK974,0
Bone,MHH-ES-1,Lapatinib,LGK974,0
Bone,NOS-1,Lapatinib,LGK974,1
Bone,NY,Lapatinib,LGK974,0
Bone,RH-1,Lapatinib,LGK974,0
Bone,SJSA-1,Lapatinib,LGK974,0
Bone,SK-ES-1,Lapatinib,LGK974,1
Bone,SAOS-2,Lapatinib,LGK974,0
Bone,TC-71,Lapatinib,LGK974,0
Bone,U-2-OS,Lapatinib,LGK974,0
Bone,A673,Taselisib,LGK974,1
Bone,CADO-ES1,Taselisib,LGK974,0
Bone,CAL-72,Taselisib,LGK974,0
Bone,CAL-78,Taselisib,LGK974,0
Bone,CHSA8926,Taselisib,LGK974,1
Bone,CS1,Taselisib,LGK974,0
Bone,ES1,Taselisib,LGK974,1
Bone,ES4,Taselisib,LGK974,1
Bone,ES6,Taselisib,LGK974,1
Bone,ES7,Taselisib,LGK974,1
Bone,ES8,Taselisib,LGK974,1
Bone,EW-1,Taselisib,LGK974,1
Bone,EW-11,Taselisib,LGK974,1
Bone,EW-16,Taselisib,LGK974,0
Bone,EW-18,Taselisib,LGK974,1
Bone,EW-22,Taselisib,LGK974,1
Bone,EW-24,Taselisib,LGK974,0
Bone,EW-3,Taselisib,LGK974,1
Bone,EW-7,Taselisib,LGK974,1
Bone,G-292-CLONE-A141B1,Taselisib,LGK974,0
Bone,H-EMC-SS,Taselisib,LGK974,0
Bone,HOS,Taselisib,LGK974,0
Bone,HUO-3N1,Taselisib,LGK974,1
Bone,HUO9,Taselisib,LGK974,1
Bone,MG-63,Taselisib,LGK974,1
Bone,MHH-ES-1,Taselisib,LGK974,0
Bone,NOS-1,Taselisib,LGK974,1
Bone,NY,Taselisib,LGK974,0
Bone,RH-1,Taselisib,LGK974,0
Bone,SJSA-1,Taselisib,LGK974,0
Bone,SK-ES-1,Taselisib,LGK974,1
Bone,SAOS-2,Taselisib,LGK974,1
Bone,TC-71,Taselisib,LGK974,0
Bone,U-2-OS,Taselisib,LGK974,0
Breast,AU565,AZD7762,Cisplatin,1
Breast,BT-20,AZD7762,Cisplatin,1
Breast,BT-474,AZD7762,Cisplatin,1
Breast,BT-483,AZD7762,Cisplatin,1
Breast,BT-549,AZD7762,Cisplatin,1
Breast,CAL-120,AZD7762,Cisplatin,1
Breast,CAL-148,AZD7762,Cisplatin,1
Breast,CAL-51,AZD7762,Cisplatin,1
Breast,CAL-85-1,AZD7762,Cisplatin,1
Breast,CAMA-1,AZD7762,Cisplatin,1
Breast,COLO-824,AZD7762,Cisplatin,1
Breast,DU-4475,AZD7762,Cisplatin,1
Breast,EFM-19,AZD7762,Cisplatin,1
Breast,EFM-192A,AZD7762,Cisplatin,1
Breast,EVSA-T,AZD7762,Cisplatin,1
Breast,HCC1143,AZD7762,Cisplatin,1
Breast,HCC1187,AZD7762,Cisplatin,1
Breast,HCC1395,AZD7762,Cisplatin,1
Breast,HCC1419,AZD7762,Cisplatin,1
Breast,HCC1428,AZD7762,Cisplatin,1
Breast,HCC1500,AZD7762,Cisplatin,0
Breast,HCC1599,AZD7762,Cisplatin,0
Breast,HCC1806,AZD7762,Cisplatin,1
Breast,HCC1937,AZD7762,Cisplatin,1
Breast,HCC1954,AZD7762,Cisplatin,1
Breast,HCC2157,AZD7762,Cisplatin,0
Breast,HCC38,AZD7762,Cisplatin,1
Breast,HCC70,AZD7762,Cisplatin,1
Breast,HDQ-P1,AZD7762,Cisplatin,1
Breast,HS-578-T,AZD7762,Cisplatin,1
Breast,JIMT-1,AZD7762,Cisplatin,1
Breast,MCF7,AZD7762,Cisplatin,1
Breast,MDA-MB-157,AZD7762,Cisplatin,1
Breast,MDA-MB-175-VII,AZD7762,Cisplatin,1
Breast,MDA-MB-231,AZD7762,Cisplatin,1
Breast,MDA-MB-361,AZD7762,Cisplatin,1
Breast,MDA-MB-415,AZD7762,Cisplatin,1
Breast,MDA-MB-436,AZD7762,Cisplatin,1
Breast,MDA-MB-453,AZD7762,Cisplatin,1
Breast,MDA-MB-468,AZD7762,Cisplatin,1
Breast,MFM-223,AZD7762,Cisplatin,1
Breast,MRK-NU-1,AZD7762,Cisplatin,0
Breast,OCUB-M,AZD7762,Cisplatin,1
Breast,T47D,AZD7762,Cisplatin,1
Breast,UACC-812,AZD7762,Cisplatin,0
Breast,UACC-893,AZD7762,Cisplatin,1
Breast,ZR-75-30,AZD7762,Cisplatin,1
Breast,AU565,MK-1775,Cisplatin,1
Breast,BT-20,MK-1775,Cisplatin,1
Breast,BT-474,MK-1775,Cisplatin,1
Breast,BT-483,MK-1775,Cisplatin,1
Breast,BT-549,MK-1775,Cisplatin,1
Breast,CAL-120,MK-1775,Cisplatin,1
Breast,CAL-148,MK-1775,Cisplatin,1
Breast,CAL-51,MK-1775,Cisplatin,1
Breast,CAL-85-1,MK-1775,Cisplatin,1
Breast,CAMA-1,MK-1775,Cisplatin,1
Breast,COLO-824,MK-1775,Cisplatin,1
Breast,DU-4475,MK-1775,Cisplatin,1
Breast,EFM-19,MK-1775,Cisplatin,1
Breast,EFM-192A,MK-1775,Cisplatin,1
Breast,EVSA-T,MK-1775,Cisplatin,1
Breast,HCC1143,MK-1775,Cisplatin,1
Breast,HCC1187,MK-1775,Cisplatin,1
Breast,HCC1395,MK-1775,Cisplatin,0
Breast,HCC1419,MK-1775,Cisplatin,1
Breast,HCC1428,MK-1775,Cisplatin,1
Breast,HCC1500,MK-1775,Cisplatin,1
Breast,HCC1806,MK-1775,Cisplatin,1
Breast,HCC1937,MK-1775,Cisplatin,1
Breast,HCC1954,MK-1775,Cisplatin,1
Breast,HCC2157,MK-1775,Cisplatin,0
Breast,HCC38,MK-1775,Cisplatin,1
Breast,HCC70,MK-1775,Cisplatin,0
Breast,HDQ-P1,MK-1775,Cisplatin,1
Breast,HS-578-T,MK-1775,Cisplatin,1
Breast,JIMT-1,MK-1775,Cisplatin,1
Breast,MCF7,MK-1775,Cisplatin,1
Breast,MDA-MB-157,MK-1775,Cisplatin,1
Breast,MDA-MB-175-VII,MK-1775,Cisplatin,1
Breast,MDA-MB-231,MK-1775,Cisplatin,1
Breast,MDA-MB-361,MK-1775,Cisplatin,1
Breast,MDA-MB-415,MK-1775,Cisplatin,1
Breast,MDA-MB-436,MK-1775,Cisplatin,1
Breast,MDA-MB-453,MK-1775,Cisplatin,1
Breast,MDA-MB-468,MK-1775,Cisplatin,1
Breast,MFM-223,MK-1775,Cisplatin,1
Breast,MRK-NU-1,MK-1775,Cisplatin,0
Breast,OCUB-M,MK-1775,Cisplatin,1
Breast,T47D,MK-1775,Cisplatin,1
Breast,UACC-812,MK-1775,Cisplatin,0
Breast,ZR-75-30,MK-1775,Cisplatin,1
Breast,AU565,Navitoclax,Docetaxel,1
Breast,BT-20,Navitoclax,Docetaxel,1
Breast,BT-474,Navitoclax,Docetaxel,1
Breast,BT-483,Navitoclax,Docetaxel,1
Breast,BT-549,Navitoclax,Docetaxel,1
Breast,CAL-120,Navitoclax,Docetaxel,1
Breast,CAL-148,Navitoclax,Docetaxel,0
Breast,CAL-51,Navitoclax,Docetaxel,1
Breast,CAL-85-1,Navitoclax,Docetaxel,1
Breast,CAMA-1,Navitoclax,Docetaxel,1
Breast,COLO-824,Navitoclax,Docetaxel,1
Breast,DU-4475,Navitoclax,Docetaxel,1
Breast,EFM-19,Navitoclax,Docetaxel,1
Breast,EFM-192A,Navitoclax,Docetaxel,1
Breast,EVSA-T,Navitoclax,Docetaxel,1
Breast,HCC1143,Navitoclax,Docetaxel,0
Breast,HCC1187,Navitoclax,Docetaxel,1
Breast,HCC1395,Navitoclax,Docetaxel,1
Breast,HCC1419,Navitoclax,Docetaxel,1
Breast,HCC1428,Navitoclax,Docetaxel,1
Breast,HCC1500,Navitoclax,Docetaxel,1
Breast,HCC1806,Navitoclax,Docetaxel,1
Breast,HCC1937,Navitoclax,Docetaxel,1
Breast,HCC1954,Navitoclax,Docetaxel,1
Breast,HCC2157,Navitoclax,Docetaxel,0
Breast,HCC38,Navitoclax,Docetaxel,1
Breast,HCC70,Navitoclax,Docetaxel,1
Breast,HDQ-P1,Navitoclax,Docetaxel,1
Breast,HS-578-T,Navitoclax,Docetaxel,1
Breast,JIMT-1,Navitoclax,Docetaxel,1
Breast,MCF7,Navitoclax,Docetaxel,1
Breast,MDA-MB-157,Navitoclax,Docetaxel,1
Breast,MDA-MB-175-VII,Navitoclax,Docetaxel,1
Breast,MDA-MB-231,Navitoclax,Docetaxel,1
Breast,MDA-MB-361,Navitoclax,Docetaxel,1
Breast,MDA-MB-415,Navitoclax,Docetaxel,1
Breast,MDA-MB-436,Navitoclax,Docetaxel,1
Breast,MDA-MB-453,Navitoclax,Docetaxel,1
Breast,MDA-MB-468,Navitoclax,Docetaxel,1
Breast,MFM-223,Navitoclax,Docetaxel,1
Breast,MRK-NU-1,Navitoclax,Docetaxel,1
Breast,OCUB-M,Navitoclax,Docetaxel,1
Breast,T47D,Navitoclax,Docetaxel,1
Breast,UACC-812,Navitoclax,Docetaxel,1
Breast,ZR-75-30,Navitoclax,Docetaxel,1
Breast,AU565,Trametinib,Navitoclax,0
Breast,BT-20,Trametinib,Navitoclax,1
Breast,BT-474,Trametinib,Navitoclax,1
Breast,BT-483,Trametinib,Navitoclax,0
Breast,BT-549,Trametinib,Navitoclax,1
Breast,CAL-120,Trametinib,Navitoclax,1
Breast,CAL-148,Trametinib,Navitoclax,1
Breast,CAL-51,Trametinib,Navitoclax,1
Breast,CAL-85-1,Trametinib,Navitoclax,1
Breast,CAMA-1,Trametinib,Navitoclax,0
Breast,COLO-824,Trametinib,Navitoclax,1
Breast,DU-4475,Trametinib,Navitoclax,1
Breast,EFM-19,Trametinib,Navitoclax,1
Breast,EFM-192A,Trametinib,Navitoclax,0
Breast,EVSA-T,Trametinib,Navitoclax,0
Breast,HCC1143,Trametinib,Navitoclax,0
Breast,HCC1187,Trametinib,Navitoclax,1
Breast,HCC1395,Trametinib,Navitoclax,0
Breast,HCC1419,Trametinib,Navitoclax,1
Breast,HCC1428,Trametinib,Navitoclax,1
Breast,HCC1500,Trametinib,Navitoclax,1
Breast,HCC1806,Trametinib,Navitoclax,1
Breast,HCC1937,Trametinib,Navitoclax,1
