tissue,cell_line,drug_name_A,drug_name_B,synergy,PD_A,PD_B
Lymphoid,KMOE2,Trametinib,Linsitinib,1,PD_10,PD_12
Lymphoid,KMS12BM,Trametinib,Linsitinib,0,PD_10,PD_12
Lymphoid,KOPN8,Trametinib,Linsitinib,1,PD_10,PD_12
Lymphoid,KU812,Trametinib,Linsitinib,1,PD_10,PD_12
Lymphoid,KY821,Trametinib,Linsitinib,1,PD_10,PD_12
Lymphoid,L1236,Trametinib,Linsitinib,1,PD_10,PD_12
Lymphoid,L363,Trametinib,Linsitinib,1,PD_10,PD_12
Lymphoid,L428,Trametinib,Linsitinib,1,PD_10,PD_12
Lymphoid,L540,Trametinib,Linsitinib,0,PD_10,PD_12
Lymphoid,LAMA84,Trametinib,Linsitinib,1,PD_10,PD_12
Lymphoid,LC41,Trametinib,Linsitinib,1,PD_10,PD_12
Lymphoid,LOUCY,Trametinib,Linsitinib,1,PD_10,PD_12
Lymphoid,MCCAR,Trametinib,Linsitinib,1,PD_10,PD_12
Lymphoid,ME1,Trametinib,Linsitinib,1,PD_10,PD_12
Lymphoid,MEG01,Trametinib,Linsitinib,1,PD_10,PD_12
Lymphoid,MHHCALL2,Trametinib,Linsitinib,1,PD_10,PD_12
Lymphoid,MHHPREB1,Trametinib,Linsitinib,1,PD_10,PD_12
Lymphoid,ML2,Trametinib,Linsitinib,1,PD_10,PD_12
Lymphoid,MLMA,Trametinib,Linsitinib,1,PD_10,PD_12
Lymphoid,MM1S,Trametinib,Linsitinib,1,PD_10,PD_12
Lymphoid,MN60,Trametinib,Linsitinib,1,PD_10,PD_12
Lymphoid,MOLM13,Trametinib,Linsitinib,1,PD_10,PD_12
Lymphoid,MOLP8,Trametinib,Linsitinib,1,PD_10,PD_12
Lymphoid,MOLT13,Trametinib,Linsitinib,1,PD_10,PD_12
Lymphoid,MOLT16,Trametinib,Linsitinib,1,PD_10,PD_12
Lymphoid,MOLT4,Trametinib,Linsitinib,1,PD_10,PD_12
Lymphoid,MONOMAC6,Trametinib,Linsitinib,1,PD_10,PD_12
Lymphoid,MV411,Trametinib,Linsitinib,1,PD_10,PD_12
Lymphoid,MOT,Trametinib,Linsitinib,1,PD_10,PD_12
Lymphoid,NALM6,Trametinib,Linsitinib,1,PD_10,PD_12
Lymphoid,NAMALWA,Trametinib,Linsitinib,0,PD_10,PD_12
Lymphoid,NKM1,Trametinib,Linsitinib,0,PD_10,PD_12
Lymphoid,NOMO1,Trametinib,Linsitinib,1,PD_10,PD_12
Lymphoid,OCIAML2,Trametinib,Linsitinib,1,PD_10,PD_12
Lymphoid,OCIAML3,Trametinib,Linsitinib,1,PD_10,PD_12
Lymphoid,OCIAML5,Trametinib,Linsitinib,1,PD_10,PD_12
Lymphoid,OCIM1,Trametinib,Linsitinib,1,PD_10,PD_12
Lymphoid,OPM2,Trametinib,Linsitinib,1,PD_10,PD_12
Lymphoid,P12ICHIKAWA,Trametinib,Linsitinib,1,PD_10,PD_12
Lymphoid,P30OHK,Trametinib,Linsitinib,1,PD_10,PD_12
Lymphoid,P31FUJ,Trametinib,Linsitinib,0,PD_10,PD_12
Lymphoid,P32ISH,Trametinib,Linsitinib,1,PD_10,PD_12
Lymphoid,PF382,Trametinib,Linsitinib,1,PD_10,PD_12
Lymphoid,RCK8,Trametinib,Linsitinib,1,PD_10,PD_12
Lymphoid,REH,Trametinib,Linsitinib,0,PD_10,PD_12
Lymphoid,RF48,Trametinib,Linsitinib,1,PD_10,PD_12
Lymphoid,RPMI6666,Trametinib,Linsitinib,1,PD_10,PD_12
Lymphoid,RPMI8226,Trametinib,Linsitinib,1,PD_10,PD_12
Lymphoid,RPMI8402,Trametinib,Linsitinib,0,PD_10,PD_12
Lymphoid,RPMI8866,Trametinib,Linsitinib,1,PD_10,PD_12
Lymphoid,RS411,Trametinib,Linsitinib,0,PD_10,PD_12
Lymphoid,RAJI,Trametinib,Linsitinib,1,PD_10,PD_12
Lymphoid,RAMOS2G64C10,Trametinib,Linsitinib,1,PD_10,PD_12
Lymphoid,SCC3,Trametinib,Linsitinib,1,PD_10,PD_12
Lymphoid,SKMM2,Trametinib,Linsitinib,1,PD_10,PD_12
Lymphoid,SLVL,Trametinib,Linsitinib,0,PD_10,PD_12
Lymphoid,SR,Trametinib,Linsitinib,1,PD_10,PD_12
Lymphoid,ST486,Trametinib,Linsitinib,1,PD_10,PD_12
Lymphoid,SUDHL10,Trametinib,Linsitinib,1,PD_10,PD_12
Lymphoid,SUDHL5,Trametinib,Linsitinib,1,PD_10,PD_12
Lymphoid,SUDHL6,Trametinib,Linsitinib,1,PD_10,PD_12
Lymphoid,SUDHL8,Trametinib,Linsitinib,1,PD_10,PD_12
Lymphoid,SUPB15,Trametinib,Linsitinib,1,PD_10,PD_12
Lymphoid,SUPHD1,Trametinib,Linsitinib,1,PD_10,PD_12
Lymphoid,SUPM2,Trametinib,Linsitinib,1,PD_10,PD_12
Lymphoid,SUPT1,Trametinib,Linsitinib,1,PD_10,PD_12
Lymphoid,TK,Trametinib,Linsitinib,1,PD_10,PD_12
Lymphoid,TUR,Trametinib,Linsitinib,1,PD_10,PD_12
Lymphoid,U266,Trametinib,Linsitinib,1,PD_10,PD_12
Lymphoid,U698M,Trametinib,Linsitinib,1,PD_10,PD_12
Lymphoid,VAL,Trametinib,Linsitinib,1,PD_10,PD_12
Lymphoid,WIL2NS,Trametinib,Linsitinib,1,PD_10,PD_12
Lymphoid,WSUDLCL2,Trametinib,Linsitinib,1,PD_10,PD_12
Lymphoid,WSUNHL,Trametinib,Linsitinib,1,PD_10,PD_12
Lymphoid,YT,Trametinib,Linsitinib,1,PD_10,PD_12
Lymphoid,697,Lapatinib,Linsitinib,1,PD_03,PD_12
Lymphoid,A3KAW,Lapatinib,Linsitinib,1,PD_03,PD_12
Lymphoid,A4FUK,Lapatinib,Linsitinib,1,PD_03,PD_12
Lymphoid,ALLPO,Lapatinib,Linsitinib,1,PD_03,PD_12
Lymphoid,ALLSIL,Lapatinib,Linsitinib,1,PD_03,PD_12
Lymphoid,AMO1,Lapatinib,Linsitinib,1,PD_03,PD_12
Lymphoid,ARH77,Lapatinib,Linsitinib,1,PD_03,PD_12
Lymphoid,ATN1,Lapatinib,Linsitinib,0,PD_03,PD_12
Lymphoid,BALL1,Lapatinib,Linsitinib,1,PD_03,PD_12
Lymphoid,BC1,Lapatinib,Linsitinib,1,PD_03,PD_12
Lymphoid,BE13,Lapatinib,Linsitinib,0,PD_03,PD_12
Lymphoid,BL41,Lapatinib,Linsitinib,1,PD_03,PD_12
Lymphoid,BV173,Lapatinib,Linsitinib,0,PD_03,PD_12
Lymphoid,CA46,Lapatinib,Linsitinib,1,PD_03,PD_12
Lymphoid,CCRFCEM,Lapatinib,Linsitinib,1,PD_03,PD_12
Lymphoid,CESS,Lapatinib,Linsitinib,0,PD_03,PD_12
Lymphoid,CMLT1,Lapatinib,Linsitinib,1,PD_03,PD_12
Lymphoid,CTV1,Lapatinib,Linsitinib,0,PD_03,PD_12
Lymphoid,DB,Lapatinib,Linsitinib,1,PD_03,PD_12
Lymphoid,DEL,Lapatinib,Linsitinib,1,PD_03,PD_12
Lymphoid,DG75,Lapatinib,Linsitinib,1,PD_03,PD_12
Lymphoid,DND41,Lapatinib,Linsitinib,1,PD_03,PD_12
Lymphoid,DAUDI,Lapatinib,Linsitinib,1,PD_03,PD_12
Lymphoid,EB3,Lapatinib,Linsitinib,1,PD_03,PD_12
Lymphoid,EB2,Lapatinib,Linsitinib,0,PD_03,PD_12
Lymphoid,EJM,Lapatinib,Linsitinib,0,PD_03,PD_12
Lymphoid,EM2,Lapatinib,Linsitinib,0,PD_03,PD_12
Lymphoid,EOL1CELL,Lapatinib,Linsitinib,1,PD_03,PD_12
Lymphoid,GA10,Lapatinib,Linsitinib,0,PD_03,PD_12
Lymphoid,GDM1,Lapatinib,Linsitinib,0,PD_03,PD_12
Lymphoid,GRST,Lapatinib,Linsitinib,0,PD_03,PD_12
Lymphoid,GRANTA519,Lapatinib,Linsitinib,0,PD_03,PD_12
Lymphoid,H9,Lapatinib,Linsitinib,1,PD_03,PD_12
Lymphoid,HAL01,Lapatinib,Linsitinib,1,PD_03,PD_12
Lymphoid,HDMYZ,Lapatinib,Linsitinib,1,PD_03,PD_12
Lymphoid,HDLM2,Lapatinib,Linsitinib,1,PD_03,PD_12
Lymphoid,HH,Lapatinib,Linsitinib,0,PD_03,PD_12
Lymphoid,HL60,Lapatinib,Linsitinib,0,PD_03,PD_12
Lymphoid,HS445,Lapatinib,Linsitinib,1,PD_03,PD_12
Lymphoid,IM9,Lapatinib,Linsitinib,1,PD_03,PD_12
Lymphoid,JJN3,Lapatinib,Linsitinib,1,PD_03,PD_12
Lymphoid,JURLMK1,Lapatinib,Linsitinib,0,PD_03,PD_12
Lymphoid,JVM2,Lapatinib,Linsitinib,1,PD_03,PD_12
Lymphoid,JVM3,Lapatinib,Linsitinib,0,PD_03,PD_12
Lymphoid,JIYOYEP2003,Lapatinib,Linsitinib,1,PD_03,PD_12
Lymphoid,K562,Lapatinib,Linsitinib,1,PD_03,PD_12
Lymphoid,KARPAS1106P,Lapatinib,Linsitinib,1,PD_03,PD_12
Lymphoid,KARPAS231,Lapatinib,Linsitinib,0,PD_03,PD_12
Lymphoid,KARPAS299,Lapatinib,Linsitinib,0,PD_03,PD_12
Lymphoid,KARPAS422,Lapatinib,Linsitinib,1,PD_03,PD_12
Lymphoid,KARPAS45,Lapatinib,Linsitinib,1,PD_03,PD_12
Lymphoid,KARPAS620,Lapatinib,Linsitinib,1,PD_03,PD_12
Lymphoid,KCL22,Lapatinib,Linsitinib,0,PD_03,PD_12
Lymphoid,KE37,Lapatinib,Linsitinib,1,PD_03,PD_12
Lymphoid,KG1,Lapatinib,Linsitinib,0,PD_03,PD_12
Lymphoid,KMH2,Lapatinib,Linsitinib,1,PD_03,PD_12
Lymphoid,KMOE2,Lapatinib,Linsitinib,1,PD_03,PD_12
Lymphoid,KMS12BM,Lapatinib,Linsitinib,1,PD_03,PD_12
Lymphoid,KOPN8,Lapatinib,Linsitinib,1,PD_03,PD_12
Lymphoid,KU812,Lapatinib,Linsitinib,0,PD_03,PD_12
Lymphoid,KY821,Lapatinib,Linsitinib,1,PD_03,PD_12
Lymphoid,L1236,Lapatinib,Linsitinib,1,PD_03,PD_12
Lymphoid,L363,Lapatinib,Linsitinib,0,PD_03,PD_12
Lymphoid,L428,Lapatinib,Linsitinib,1,PD_03,PD_12
Lymphoid,L540,Lapatinib,Linsitinib,1,PD_03,PD_12
Lymphoid,LAMA84,Lapatinib,Linsitinib,1,PD_03,PD_12
Lymphoid,LC41,Lapatinib,Linsitinib,1,PD_03,PD_12
Lymphoid,LOUCY,Lapatinib,Linsitinib,1,PD_03,PD_12
Lymphoid,MCCAR,Lapatinib,Linsitinib,1,PD_03,PD_12
Lymphoid,ME1,Lapatinib,Linsitinib,1,PD_03,PD_12
Lymphoid,MEG01,Lapatinib,Linsitinib,1,PD_03,PD_12
Lymphoid,MHHCALL2,Lapatinib,Linsitinib,0,PD_03,PD_12
Lymphoid,MHHPREB1,Lapatinib,Linsitinib,1,PD_03,PD_12
Lymphoid,ML2,Lapatinib,Linsitinib,0,PD_03,PD_12
Lymphoid,MLMA,Lapatinib,Linsitinib,1,PD_03,PD_12
Lymphoid,MM1S,Lapatinib,Linsitinib,0,PD_03,PD_12
Lymphoid,MN60,Lapatinib,Linsitinib,1,PD_03,PD_12
Lymphoid,MOLM13,Lapatinib,Linsitinib,1,PD_03,PD_12
Lymphoid,MOLP8,Lapatinib,Linsitinib,0,PD_03,PD_12
Lymphoid,MOLT13,Lapatinib,Linsitinib,1,PD_03,PD_12
Lymphoid,MOLT16,Lapatinib,Linsitinib,1,PD_03,PD_12
Lymphoid,MOLT4,Lapatinib,Linsitinib,1,PD_03,PD_12
Lymphoid,MONOMAC6,Lapatinib,Linsitinib,1,PD_03,PD_12
Lymphoid,MV411,Lapatinib,Linsitinib,1,PD_03,PD_12
Lymphoid,MOT,Lapatinib,Linsitinib,1,PD_03,PD_12
Lymphoid,NALM6,Lapatinib,Linsitinib,1,PD_03,PD_12
Lymphoid,NAMALWA,Lapatinib,Linsitinib,1,PD_03,PD_12
Lymphoid,NKM1,Lapatinib,Linsitinib,0,PD_03,PD_12
Lymphoid,NOMO1,Lapatinib,Linsitinib,0,PD_03,PD_12
Lymphoid,OCIAML2,Lapatinib,Linsitinib,0,PD_03,PD_12
Lymphoid,OCIAML3,Lapatinib,Linsitinib,0,PD_03,PD_12
Lymphoid,OCIAML5,Lapatinib,Linsitinib,0,PD_03,PD_12
Lymphoid,OCIM1,Lapatinib,Linsitinib,1,PD_03,PD_12
Lymphoid,OPM2,Lapatinib,Linsitinib,1,PD_03,PD_12
Lymphoid,P12ICHIKAWA,Lapatinib,Linsitinib,1,PD_03,PD_12
Lymphoid,P30OHK,Lapatinib,Linsitinib,1,PD_03,PD_12
Lymphoid,P31FUJ,Lapatinib,Linsitinib,1,PD_03,PD_12
Lymphoid,P32ISH,Lapatinib,Linsitinib,1,PD_03,PD_12
Lymphoid,PF382,Lapatinib,Linsitinib,0,PD_03,PD_12
Lymphoid,RCK8,Lapatinib,Linsitinib,1,PD_03,PD_12
Lymphoid,REH,Lapatinib,Linsitinib,1,PD_03,PD_12
Lymphoid,RF48,Lapatinib,Linsitinib,0,PD_03,PD_12
Lymphoid,RPMI6666,Lapatinib,Linsitinib,1,PD_03,PD_12
Lymphoid,RPMI8226,Lapatinib,Linsitinib,0,PD_03,PD_12
Lymphoid,RPMI8402,Lapatinib,Linsitinib,1,PD_03,PD_12
Lymphoid,RPMI8866,Lapatinib,Linsitinib,1,PD_03,PD_12
Lymphoid,RS411,Lapatinib,Linsitinib,0,PD_03,PD_12
Lymphoid,RAJI,Lapatinib,Linsitinib,0,PD_03,PD_12
Lymphoid,RAMOS2G64C10,Lapatinib,Linsitinib,1,PD_03,PD_12
Lymphoid,SCC3,Lapatinib,Linsitinib,0,PD_03,PD_12
Lymphoid,SKMM2,Lapatinib,Linsitinib,1,PD_03,PD_12
Lymphoid,SLVL,Lapatinib,Linsitinib,0,PD_03,PD_12
Lymphoid,SR,Lapatinib,Linsitinib,1,PD_03,PD_12
Lymphoid,ST486,Lapatinib,Linsitinib,0,PD_03,PD_12
Lymphoid,SUDHL10,Lapatinib,Linsitinib,1,PD_03,PD_12
Lymphoid,SUDHL5,Lapatinib,Linsitinib,1,PD_03,PD_12
Lymphoid,SUDHL6,Lapatinib,Linsitinib,1,PD_03,PD_12
Lymphoid,SUDHL8,Lapatinib,Linsitinib,0,PD_03,PD_12
Lymphoid,SUPB15,Lapatinib,Linsitinib,1,PD_03,PD_12
Lymphoid,SUPHD1,Lapatinib,Linsitinib,1,PD_03,PD_12
Lymphoid,SUPM2,Lapatinib,Linsitinib,1,PD_03,PD_12
Lymphoid,SUPT1,Lapatinib,Linsitinib,1,PD_03,PD_12
Lymphoid,TK,Lapatinib,Linsitinib,1,PD_03,PD_12
Lymphoid,TUR,Lapatinib,Linsitinib,0,PD_03,PD_12
Lymphoid,U266,Lapatinib,Linsitinib,0,PD_03,PD_12
Lymphoid,U698M,Lapatinib,Linsitinib,0,PD_03,PD_12
Lymphoid,VAL,Lapatinib,Linsitinib,0,PD_03,PD_12
Lymphoid,WIL2NS,Lapatinib,Linsitinib,1,PD_03,PD_12
Lymphoid,WSUDLCL2,Lapatinib,Linsitinib,1,PD_03,PD_12
Lymphoid,WSUNHL,Lapatinib,Linsitinib,1,PD_03,PD_12
Lymphoid,YT,Lapatinib,Linsitinib,1,PD_03,PD_12
Lymphoid,697,Taselisib,Linsitinib,0,PD_08,PD_12
Lymphoid,A3KAW,Taselisib,Linsitinib,1,PD_08,PD_12
Lymphoid,A4FUK,Taselisib,Linsitinib,1,PD_08,PD_12
Lymphoid,ALLPO,Taselisib,Linsitinib,1,PD_08,PD_12
Lymphoid,ALLSIL,Taselisib,Linsitinib,0,PD_08,PD_12
Lymphoid,AMO1,Taselisib,Linsitinib,0,PD_08,PD_12
Lymphoid,ARH77,Taselisib,Linsitinib,1,PD_08,PD_12
Lymphoid,ATN1,Taselisib,Linsitinib,0,PD_08,PD_12
Lymphoid,BALL1,Taselisib,Linsitinib,1,PD_08,PD_12
Lymphoid,BC1,Taselisib,Linsitinib,0,PD_08,PD_12
Lymphoid,BE13,Taselisib,Linsitinib,0,PD_08,PD_12
Lymphoid,BL41,Taselisib,Linsitinib,1,PD_08,PD_12
Lymphoid,BV173,Taselisib,Linsitinib,0,PD_08,PD_12
Lymphoid,CA46,Taselisib,Linsitinib,1,PD_08,PD_12
Lymphoid,CCRFCEM,Taselisib,Linsitinib,1,PD_08,PD_12
Lymphoid,CESS,Taselisib,Linsitinib,1,PD_08,PD_12
Lymphoid,CMLT1,Taselisib,Linsitinib,0,PD_08,PD_12
Lymphoid,CTV1,Taselisib,Linsitinib,1,PD_08,PD_12
Lymphoid,DB,Taselisib,Linsitinib,0,PD_08,PD_12
Lymphoid,DEL,Taselisib,Linsitinib,1,PD_08,PD_12
Lymphoid,DG75,Taselisib,Linsitinib,1,PD_08,PD_12
Lymphoid,DND41,Taselisib,Linsitinib,1,PD_08,PD_12
Lymphoid,DAUDI,Taselisib,Linsitinib,1,PD_08,PD_12
Lymphoid,EB3,Taselisib,Linsitinib,1,PD_08,PD_12
Lymphoid,EB2,Taselisib,Linsitinib,0,PD_08,PD_12
Lymphoid,EJM,Taselisib,Linsitinib,0,PD_08,PD_12
Lymphoid,EM2,Taselisib,Linsitinib,0,PD_08,PD_12
Lymphoid,EOL1CELL,Taselisib,Linsitinib,0,PD_08,PD_12
Lymphoid,GA10,Taselisib,Linsitinib,1,PD_08,PD_12
Lymphoid,GDM1,Taselisib,Linsitinib,0,PD_08,PD_12
Lymphoid,GRST,Taselisib,Linsitinib,0,PD_08,PD_12
Lymphoid,GRANTA519,Taselisib,Linsitinib,1,PD_08,PD_12
Lymphoid,H9,Taselisib,Linsitinib,1,PD_08,PD_12
Lymphoid,HAL01,Taselisib,Linsitinib,1,PD_08,PD_12
Lymphoid,HDMYZ,Taselisib,Linsitinib,1,PD_08,PD_12
Lymphoid,HDLM2,Taselisib,Linsitinib,1,PD_08,PD_12
Lymphoid,HH,Taselisib,Linsitinib,0,PD_08,PD_12
Lymphoid,HL60,Taselisib,Linsitinib,0,PD_08,PD_12
Lymphoid,HS445,Taselisib,Linsitinib,1,PD_08,PD_12
Lymphoid,IM9,Taselisib,Linsitinib,1,PD_08,PD_12
Lymphoid,JJN3,Taselisib,Linsitinib,0,PD_08,PD_12
Lymphoid,JURLMK1,Taselisib,Linsitinib,0,PD_08,PD_12
Lymphoid,JVM2,Taselisib,Linsitinib,0,PD_08,PD_12
Lymphoid,JVM3,Taselisib,Linsitinib,0,PD_08,PD_12
Lymphoid,JIYOYEP2003,Taselisib,Linsitinib,1,PD_08,PD_12
Lymphoid,K562,Taselisib,Linsitinib,0,PD_08,PD_12
Lymphoid,KARPAS1106P,Taselisib,Linsitinib,1,PD_08,PD_12
Lymphoid,KARPAS231,Taselisib,Linsitinib,1,PD_08,PD_12
Lymphoid,KARPAS299,Taselisib,Linsitinib,1,PD_08,PD_12
Lymphoid,KARPAS422,Taselisib,Linsitinib,1,PD_08,PD_12
Lymphoid,KARPAS45,Taselisib,Linsitinib,1,PD_08,PD_12
Lymphoid,KARPAS620,Taselisib,Linsitinib,1,PD_08,PD_12
Lymphoid,KCL22,Taselisib,Linsitinib,1,PD_08,PD_12
Lymphoid,KE37,Taselisib,Linsitinib,1,PD_08,PD_12
Lymphoid,KG1,Taselisib,Linsitinib,1,PD_08,PD_12
Lymphoid,KMH2,Taselisib,Linsitinib,1,PD_08,PD_12
Lymphoid,KMOE2,Taselisib,Linsitinib,0,PD_08,PD_12
Lymphoid,KMS12BM,Taselisib,Linsitinib,0,PD_08,PD_12
Lymphoid,KOPN8,Taselisib,Linsitinib,0,PD_08,PD_12
Lymphoid,KU812,Taselisib,Linsitinib,0,PD_08,PD_12
Lymphoid,KY821,Taselisib,Linsitinib,0,PD_08,PD_12
Lymphoid,L1236,Taselisib,Linsitinib,1,PD_08,PD_12
Lymphoid,L363,Taselisib,Linsitinib,0,PD_08,PD_12
Lymphoid,L428,Taselisib,Linsitinib,0,PD_08,PD_12
Lymphoid,L540,Taselisib,Linsitinib,0,PD_08,PD_12
Lymphoid,LAMA84,Taselisib,Linsitinib,1,PD_08,PD_12
Lymphoid,LC41,Taselisib,Linsitinib,1,PD_08,PD_12
Lymphoid,LOUCY,Taselisib,Linsitinib,1,PD_08,PD_12
Lymphoid,MCCAR,Taselisib,Linsitinib,1,PD_08,PD_12
Lymphoid,ME1,Taselisib,Linsitinib,1,PD_08,PD_12
Lymphoid,MEG01,Taselisib,Linsitinib,1,PD_08,PD_12
Lymphoid,MHHCALL2,Taselisib,Linsitinib,0,PD_08,PD_12
Lymphoid,MHHPREB1,Taselisib,Linsitinib,1,PD_08,PD_12
Lymphoid,ML2,Taselisib,Linsitinib,0,PD_08,PD_12
Lymphoid,MLMA,Taselisib,Linsitinib,1,PD_08,PD_12
Lymphoid,MM1S,Taselisib,Linsitinib,1,PD_08,PD_12
Lymphoid,MN60,Taselisib,Linsitinib,1,PD_08,PD_12
Lymphoid,MOLM13,Taselisib,Linsitinib,1,PD_08,PD_12
Lymphoid,MOLP8,Taselisib,Linsitinib,0,PD_08,PD_12
Lymphoid,MOLT13,Taselisib,Linsitinib,1,PD_08,PD_12
Lymphoid,MOLT16,Taselisib,Linsitinib,1,PD_08,PD_12
Lymphoid,MOLT4,Taselisib,Linsitinib,1,PD_08,PD_12
Lymphoid,MONOMAC6,Taselisib,Linsitinib,1,PD_08,PD_12
Lymphoid,MV411,Taselisib,Linsitinib,1,PD_08,PD_12
Lymphoid,MOT,Taselisib,Linsitinib,1,PD_08,PD_12
Lymphoid,NALM6,Taselisib,Linsitinib,1,PD_08,PD_12
Lymphoid,NAMALWA,Taselisib,Linsitinib,1,PD_08,PD_12
Lymphoid,NKM1,Taselisib,Linsitinib,1,PD_08,PD_12
Lymphoid,NOMO1,Taselisib,Linsitinib,0,PD_08,PD_12
Lymphoid,OCIAML2,Taselisib,Linsitinib,0,PD_08,PD_12
Lymphoid,OCIAML3,Taselisib,Linsitinib,0,PD_08,PD_12
Lymphoid,OCIAML5,Taselisib,Linsitinib,1,PD_08,PD_12
Lymphoid,OCIM1,Taselisib,Linsitinib,0,PD_08,PD_12
Lymphoid,OPM2,Taselisib,Linsitinib,1,PD_08,PD_12
Lymphoid,P12ICHIKAWA,Taselisib,Linsitinib,1,PD_08,PD_12
Lymphoid,P30OHK,Taselisib,Linsitinib,1,PD_08,PD_12
Lymphoid,P31FUJ,Taselisib,Linsitinib,1,PD_08,PD_12
Lymphoid,P32ISH,Taselisib,Linsitinib,1,PD_08,PD_12
Lymphoid,PF382,Taselisib,Linsitinib,1,PD_08,PD_12
Lymphoid,RCK8,Taselisib,Linsitinib,1,PD_08,PD_12
Lymphoid,REH,Taselisib,Linsitinib,0,PD_08,PD_12
Lymphoid,RF48,Taselisib,Linsitinib,1,PD_08,PD_12
Lymphoid,RPMI6666,Taselisib,Linsitinib,1,PD_08,PD_12
Lymphoid,RPMI8226,Taselisib,Linsitinib,0,PD_08,PD_12
Lymphoid,RPMI8402,Taselisib,Linsitinib,1,PD_08,PD_12
Lymphoid,RPMI8866,Taselisib,Linsitinib,1,PD_08,PD_12
Lymphoid,RS411,Taselisib,Linsitinib,0,PD_08,PD_12
Lymphoid,RAJI,Taselisib,Linsitinib,0,PD_08,PD_12
Lymphoid,RAMOS2G64C10,Taselisib,Linsitinib,1,PD_08,PD_12
Lymphoid,SCC3,Taselisib,Linsitinib,0,PD_08,PD_12
Lymphoid,SKMM2,Taselisib,Linsitinib,0,PD_08,PD_12
Lymphoid,SLVL,Taselisib,Linsitinib,1,PD_08,PD_12
Lymphoid,SR,Taselisib,Linsitinib,1,PD_08,PD_12
Lymphoid,ST486,Taselisib,Linsitinib,0,PD_08,PD_12
Lymphoid,SUDHL10,Taselisib,Linsitinib,1,PD_08,PD_12
Lymphoid,SUDHL5,Taselisib,Linsitinib,1,PD_08,PD_12
Lymphoid,SUDHL6,Taselisib,Linsitinib,1,PD_08,PD_12
Lymphoid,SUDHL8,Taselisib,Linsitinib,1,PD_08,PD_12
Lymphoid,SUPB15,Taselisib,Linsitinib,1,PD_08,PD_12
Lymphoid,SUPHD1,Taselisib,Linsitinib,1,PD_08,PD_12
Lymphoid,SUPM2,Taselisib,Linsitinib,1,PD_08,PD_12
Lymphoid,SUPT1,Taselisib,Linsitinib,1,PD_08,PD_12
Lymphoid,TK,Taselisib,Linsitinib,1,PD_08,PD_12
Lymphoid,TUR,Taselisib,Linsitinib,1,PD_08,PD_12
Lymphoid,U266,Taselisib,Linsitinib,0,PD_08,PD_12
Lymphoid,U698M,Taselisib,Linsitinib,1,PD_08,PD_12
Lymphoid,VAL,Taselisib,Linsitinib,1,PD_08,PD_12
Lymphoid,WIL2NS,Taselisib,Linsitinib,1,PD_08,PD_12
Lymphoid,WSUDLCL2,Taselisib,Linsitinib,1,PD_08,PD_12
Lymphoid,WSUNHL,Taselisib,Linsitinib,1,PD_08,PD_12
Lymphoid,YT,Taselisib,Linsitinib,1,PD_08,PD_12
Lymphoid,697,Taselisib,Sapitinib,1,PD_08,PD_03
Lymphoid,A3KAW,Taselisib,Sapitinib,0,PD_08,PD_03
Lymphoid,A4FUK,Taselisib,Sapitinib,1,PD_08,PD_03
Lymphoid,ALLPO,Taselisib,Sapitinib,1,PD_08,PD_03
Lymphoid,ALLSIL,Taselisib,Sapitinib,1,PD_08,PD_03
Lymphoid,ATN1,Taselisib,Sapitinib,1,PD_08,PD_03
Lymphoid,BALL1,Taselisib,Sapitinib,1,PD_08,PD_03
Lymphoid,BC1,Taselisib,Sapitinib,1,PD_08,PD_03
Lymphoid,BE13,Taselisib,Sapitinib,1,PD_08,PD_03
Lymphoid,BL41,Taselisib,Sapitinib,1,PD_08,PD_03
Lymphoid,BV173,Taselisib,Sapitinib,1,PD_08,PD_03
Lymphoid,CA46,Taselisib,Sapitinib,0,PD_08,PD_03
Lymphoid,CCRFCEM,Taselisib,Sapitinib,1,PD_08,PD_03
Lymphoid,CESS,Taselisib,Sapitinib,1,PD_08,PD_03
Lymphoid,CMLT1,Taselisib,Sapitinib,1,PD_08,PD_03
Lymphoid,CTV1,Taselisib,Sapitinib,1,PD_08,PD_03
Lymphoid,DB,Taselisib,Sapitinib,0,PD_08,PD_03
Lymphoid,DEL,Taselisib,Sapitinib,0,PD_08,PD_03
Lymphoid,DG75,Taselisib,Sapitinib,1,PD_08,PD_03
Lymphoid,DND41,Taselisib,Sapitinib,0,PD_08,PD_03
Lymphoid,DAUDI,Taselisib,Sapitinib,1,PD_08,PD_03
Lymphoid,EB3,Taselisib,Sapitinib,0,PD_08,PD_03
Lymphoid,EB2,Taselisib,Sapitinib,0,PD_08,PD_03
Lymphoid,EJM,Taselisib,Sapitinib,1,PD_08,PD_03
Lymphoid,EM2,Taselisib,Sapitinib,1,PD_08,PD_03
Lymphoid,EOL1CELL,Taselisib,Sapitinib,1,PD_08,PD_03
Lymphoid,GA10,Taselisib,Sapitinib,0,PD_08,PD_03
Lymphoid,GDM1,Taselisib,Sapitinib,0,PD_08,PD_03
Lymphoid,GRST,Taselisib,Sapitinib,1,PD_08,PD_03
Lymphoid,GRANTA519,Taselisib,Sapitinib,0,PD_08,PD_03
Lymphoid,H9,Taselisib,Sapitinib,1,PD_08,PD_03
Lymphoid,HAL01,Taselisib,Sapitinib,1,PD_08,PD_03
