inhibitor_combination,cell_line,tissue,pd_combination,perturbation,exp_synergy,pred_synergy,exp_binary,pred_binary,confusion_matrix_value,classification
CDKi + MEKi,HDLM2,Haematopoietic and Lymphoid,PD_10-PD_07,PD_10_PD_07,0.0,6.601723788746128e-07,False,True,False Positive,False Positive
CDKi + MEKi,HDMYZ,Haematopoietic and Lymphoid,PD_10-PD_07,PD_10_PD_07,0.0,6.171418931444349e-11,False,False,True Negative,True Negative
CDKi + MEKi,HH,Haematopoietic and Lymphoid,PD_10-PD_07,PD_10_PD_07,1.0,1.1094314356085988e-10,True,False,False Negative,False Negative
CDKi + MEKi,HL60,Haematopoietic and Lymphoid,PD_10-PD_07,PD_10_PD_07,0.0,3.7805414354608047e-10,False,False,True Negative,True Negative
CDKi + MEKi,IM9,Haematopoietic and Lymphoid,PD_10-PD_07,PD_10_PD_07,0.0,2.0557955338063039e-10,False,False,True Negative,True Negative
CDKi + MEKi,JJN3,Haematopoietic and Lymphoid,PD_10-PD_07,PD_10_PD_07,0.0,7.628026336137239e-05,False,True,False Positive,False Positive
CDKi + MEKi,JSC1,Haematopoietic and Lymphoid,PD_10-PD_07,PD_10_PD_07,0.0,2.0562740399299168e-10,False,False,True Negative,True Negative
CDKi + MEKi,JVM2,Haematopoietic and Lymphoid,PD_10-PD_07,PD_10_PD_07,0.0,6.16777739992358e-11,False,False,True Negative,True Negative
CDKi + MEKi,JVM3,Haematopoietic and Lymphoid,PD_10-PD_07,PD_10_PD_07,1.0,3.1066160754988914e-10,True,False,False Negative,False Negative
CDKi + MEKi,K562,Haematopoietic and Lymphoid,PD_10-PD_07,PD_10_PD_07,1.0,1.1094225538244018e-10,True,False,False Negative,False Negative
CDKi + MEKi,KARPAS1106P,Haematopoietic and Lymphoid,PD_10-PD_07,PD_10_PD_07,1.0,4.649777229914776e-10,True,False,False Negative,False Negative
CDKi + MEKi,KARPAS231,Haematopoietic and Lymphoid,PD_10-PD_07,PD_10_PD_07,1.0,9.084988317198396e-11,True,False,False Negative,False Negative
CDKi + MEKi,KARPAS299,Haematopoietic and Lymphoid,PD_10-PD_07,PD_10_PD_07,0.0,1.1094314356085988e-10,False,False,True Negative,True Negative
CDKi + MEKi,KARPAS422,Haematopoietic and Lymphoid,PD_10-PD_07,PD_10_PD_07,1.0,1.5900614158681492e-12,True,False,False Negative,False Negative
CDKi + MEKi,KARPAS45,Haematopoietic and Lymphoid,PD_10-PD_07,PD_10_PD_07,1.0,7.012736857880952e-08,True,False,False Negative,False Negative
CDKi + MEKi,KARPAS620,Haematopoietic and Lymphoid,PD_10-PD_07,PD_10_PD_07,1.0,4.389952845684775e-10,True,False,False Negative,False Negative
CDKi + MEKi,KCL22,Haematopoietic and Lymphoid,PD_10-PD_07,PD_10_PD_07,0.0,2.444378033317207e-12,False,False,True Negative,True Negative
CDKi + MEKi,KE37,Haematopoietic and Lymphoid,PD_10-PD_07,PD_10_PD_07,0.0,1.5900614158681492e-12,False,False,True Negative,True Negative
CDKi + MEKi,KG1,Haematopoietic and Lymphoid,PD_10-PD_07,PD_10_PD_07,1.0,5.662137425588298e-14,True,False,False Negative,False Negative
CDKi + MEKi,KMH2,Haematopoietic and Lymphoid,PD_10-PD_07,PD_10_PD_07,1.0,3.3067470983638714e-10,True,False,False Negative,False Negative
CDKi + MEKi,KMOE2,Haematopoietic and Lymphoid,PD_10-PD_07,PD_10_PD_07,1.0,3.7805414354608047e-10,True,False,False Negative,False Negative
CDKi + MEKi,KMS12BM,Haematopoietic and Lymphoid,PD_10-PD_07,PD_10_PD_07,0.0,4.969358258222204e-13,False,False,True Negative,True Negative
CDKi + MEKi,KOPN8,Haematopoietic and Lymphoid,PD_10-PD_07,PD_10_PD_07,0.0,1.1094225538244018e-10,False,False,True Negative,True Negative
CDKi + MEKi,KU812,Haematopoietic and Lymphoid,PD_10-PD_07,PD_10_PD_07,1.0,1.1094314356085988e-10,True,False,False Negative,False Negative
CDKi + MEKi,KY821,Haematopoietic and Lymphoid,PD_10-PD_07,PD_10_PD_07,0.0,1.1824159096285316e-07,False,True,False Positive,False Positive
CDKi + MEKi,L1236,Haematopoietic and Lymphoid,PD_10-PD_07,PD_10_PD_07,1.0,3.7805414354608047e-10,True,False,False Negative,False Negative
CDKi + MEKi,L363,Haematopoietic and Lymphoid,PD_10-PD_07,PD_10_PD_07,1.0,9.772838094335155e-11,True,False,False Negative,False Negative
CDKi + MEKi,L428,Haematopoietic and Lymphoid,PD_10-PD_07,PD_10_PD_07,0.0,3.7805414354608047e-10,False,False,True Negative,True Negative
CDKi + MEKi,L540,Haematopoietic and Lymphoid,PD_10-PD_07,PD_10_PD_07,1.0,1.0755878854240564e-08,True,False,False Negative,False Negative
CDKi + MEKi,LAMA84,Haematopoietic and Lymphoid,PD_10-PD_07,PD_10_PD_07,1.0,3.7805414354608047e-10,True,False,False Negative,False Negative
CDKi + MEKi,LC41,Haematopoietic and Lymphoid,PD_10-PD_07,PD_10_PD_07,0.0,4.649777229914776e-10,False,False,True Negative,True Negative
CDKi + MEKi,LOUCY,Haematopoietic and Lymphoid,PD_10-PD_07,PD_10_PD_07,1.0,1.1094314356085988e-10,True,False,False Negative,False Negative
CDKi + MEKi,MCCAR,Haematopoietic and Lymphoid,PD_10-PD_07,PD_10_PD_07,1.0,6.16777739992358e-11,True,False,False Negative,False Negative
CDKi + MEKi,ME1,Haematopoietic and Lymphoid,PD_10-PD_07,PD_10_PD_07,1.0,6.16777739992358e-11,True,False,False Negative,False Negative
CDKi + MEKi,MEG01,Haematopoietic and Lymphoid,PD_10-PD_07,PD_10_PD_07,0.0,3.7805414354608047e-10,False,False,True Negative,True Negative
CDKi + MEKi,MHHCALL2,Haematopoietic and Lymphoid,PD_10-PD_07,PD_10_PD_07,0.0,6.969735899531315e-11,False,False,True Negative,True Negative
CDKi + MEKi,MHHPREB1,Haematopoietic and Lymphoid,PD_10-PD_07,PD_10_PD_07,0.0,3.7805414354608047e-10,False,False,True Negative,True Negative
CDKi + MEKi,ML2,Haematopoietic and Lymphoid,PD_10-PD_07,PD_10_PD_07,0.0,3.1281111034786575e-10,False,False,True Negative,True Negative
CDKi + MEKi,MLMA,Haematopoietic and Lymphoid,PD_10-PD_07,PD_10_PD_07,0.0,2.681251508152016e-05,False,True,False Positive,False Positive
CDKi + MEKi,MN60,Haematopoietic and Lymphoid,PD_10-PD_07,PD_10_PD_07,1.0,4.6296300126869047e-14,True,False,False Negative,False Negative
CDKi + MEKi,MOLM13,Haematopoietic and Lymphoid,PD_10-PD_07,PD_10_PD_07,1.0,6.486416031226128e-05,True,True,True Positive,True Positive
CDKi + MEKi,MOLP8,Haematopoietic and Lymphoid,PD_10-PD_07,PD_10_PD_07,1.0,6.73542221996115e-10,True,False,False Negative,False Negative
CDKi + MEKi,MOLT13,Haematopoietic and Lymphoid,PD_10-PD_07,PD_10_PD_07,1.0,1.1094314356085988e-10,True,False,False Negative,False Negative
CDKi + MEKi,MOLT4,Haematopoietic and Lymphoid,PD_10-PD_07,PD_10_PD_07,0.0,7.012736968903256e-08,False,False,True Negative,True Negative
CDKi + MEKi,MONOMAC6,Haematopoietic and Lymphoid,PD_10-PD_07,PD_10_PD_07,1.0,5.662137425588298e-14,True,False,False Negative,False Negative
CDKi + MEKi,MOT,Haematopoietic and Lymphoid,PD_10-PD_07,PD_10_PD_07,1.0,2.0562740399299168e-10,True,False,False Negative,False Negative
CDKi + MEKi,MV411,Haematopoietic and Lymphoid,PD_10-PD_07,PD_10_PD_07,1.0,1.0755878854240564e-08,True,False,False Negative,False Negative
CDKi + MEKi,NALM6,Haematopoietic and Lymphoid,PD_10-PD_07,PD_10_PD_07,0.0,6.486416031226128e-05,False,True,False Positive,False Positive
CDKi + MEKi,NAMALWA,Haematopoietic and Lymphoid,PD_10-PD_07,PD_10_PD_07,0.0,3.7805414354608047e-10,False,False,True Negative,True Negative
CDKi + MEKi,NKM1,Haematopoietic and Lymphoid,PD_10-PD_07,PD_10_PD_07,0.0,6.73542221996115e-10,False,False,True Negative,True Negative
CDKi + MEKi,NOMO1,Haematopoietic and Lymphoid,PD_10-PD_07,PD_10_PD_07,1.0,4.566583788889744e-08,True,False,False Negative,False Negative
CDKi + MEKi,OCIAML2,Haematopoietic and Lymphoid,PD_10-PD_07,PD_10_PD_07,1.0,6.16777739992358e-11,True,False,False Negative,False Negative
CDKi + MEKi,OCIAML3,Haematopoietic and Lymphoid,PD_10-PD_07,PD_10_PD_07,0.0,7.572204013106543e-05,False,True,False Positive,False Positive
CDKi + MEKi,OCIAML5,Haematopoietic and Lymphoid,PD_10-PD_07,PD_10_PD_07,1.0,4.649777229914776e-10,True,False,False Negative,False Negative
CDKi + MEKi,OCIM1,Haematopoietic and Lymphoid,PD_10-PD_07,PD_10_PD_07,0.0,3.696793715590729e-08,False,False,True Negative,True Negative
CDKi + MEKi,OPM2,Haematopoietic and Lymphoid,PD_10-PD_07,PD_10_PD_07,1.0,1.5900614158681492e-12,True,False,False Negative,False Negative
CDKi + MEKi,P30OHK,Haematopoietic and Lymphoid,PD_10-PD_07,PD_10_PD_07,0.0,1.168569907505912e-09,False,False,True Negative,True Negative
CDKi + MEKi,P31FUJ,Haematopoietic and Lymphoid,PD_10-PD_07,PD_10_PD_07,0.0,0.0006418453261387,False,True,False Positive,False Positive
CDKi + MEKi,P32ISH,Haematopoietic and Lymphoid,PD_10-PD_07,PD_10_PD_07,0.0,3.7805414354608047e-10,False,False,True Negative,True Negative
CDKi + MEKi,PF382,Haematopoietic and Lymphoid,PD_10-PD_07,PD_10_PD_07,1.0,7.012736857880952e-08,True,False,False Negative,False Negative
CDKi + MEKi,RAMOS2G64C10,Haematopoietic and Lymphoid,PD_10-PD_07,PD_10_PD_07,0.0,3.7805414354608047e-10,False,False,True Negative,True Negative
CDKi + MEKi,RCK8,Haematopoietic and Lymphoid,PD_10-PD_07,PD_10_PD_07,0.0,2.0562740399299168e-10,False,False,True Negative,True Negative
CDKi + MEKi,REH,Haematopoietic and Lymphoid,PD_10-PD_07,PD_10_PD_07,0.0,1.1094314356085988e-10,False,False,True Negative,True Negative
CDKi + MEKi,RPMI6666,Haematopoietic and Lymphoid,PD_10-PD_07,PD_10_PD_07,1.0,6.16777739992358e-11,True,False,False Negative,False Negative
CDKi + MEKi,RPMI8226,Haematopoietic and Lymphoid,PD_10-PD_07,PD_10_PD_07,1.0,1.993072373807081e-12,True,False,False Negative,False Negative
CDKi + MEKi,RPMI8402,Haematopoietic and Lymphoid,PD_10-PD_07,PD_10_PD_07,1.0,1.5900614158681492e-12,True,False,False Negative,False Negative
CDKi + MEKi,RPMI8866,Haematopoietic and Lymphoid,PD_10-PD_07,PD_10_PD_07,1.0,2.0562740399299168e-10,True,False,False Negative,False Negative
CDKi + MEKi,RS411,Haematopoietic and Lymphoid,PD_10-PD_07,PD_10_PD_07,0.0,4.649777229914776e-10,False,False,True Negative,True Negative
CDKi + MEKi,SCC3,Haematopoietic and Lymphoid,PD_10-PD_07,PD_10_PD_07,1.0,1.0413137019327223e-09,True,False,False Negative,False Negative
CDKi + MEKi,SKMM2,Haematopoietic and Lymphoid,PD_10-PD_07,PD_10_PD_07,1.0,3.7805414354608047e-10,True,False,False Negative,False Negative
CDKi + MEKi,SLVL,Haematopoietic and Lymphoid,PD_10-PD_07,PD_10_PD_07,1.0,3.7805414354608047e-10,True,False,False Negative,False Negative
CDKi + MEKi,SR,Haematopoietic and Lymphoid,PD_10-PD_07,PD_10_PD_07,1.0,1.168569907505912e-09,True,False,False Negative,False Negative
CDKi + MEKi,ST486,Haematopoietic and Lymphoid,PD_10-PD_07,PD_10_PD_07,1.0,5.662137425588298e-14,True,False,False Negative,False Negative
CDKi + MEKi,SUDHL10,Haematopoietic and Lymphoid,PD_10-PD_07,PD_10_PD_07,1.0,1.5900614158681492e-12,True,False,False Negative,False Negative
CDKi + MEKi,SUDHL5,Haematopoietic and Lymphoid,PD_10-PD_07,PD_10_PD_07,0.0,4.5246828506151355e-10,False,False,True Negative,True Negative
CDKi + MEKi,SUDHL6,Haematopoietic and Lymphoid,PD_10-PD_07,PD_10_PD_07,1.0,2.5757997897946083e-06,True,True,True Positive,True Positive
CDKi + MEKi,SUDHL8,Haematopoietic and Lymphoid,PD_10-PD_07,PD_10_PD_07,0.0,3.696793715590729e-08,False,False,True Negative,True Negative
CDKi + MEKi,SUPB15,Haematopoietic and Lymphoid,PD_10-PD_07,PD_10_PD_07,1.0,4.649777229914776e-10,True,False,False Negative,False Negative
CDKi + MEKi,SUPHD1,Haematopoietic and Lymphoid,PD_10-PD_07,PD_10_PD_07,1.0,5.695605431732531e-09,True,False,False Negative,False Negative
CDKi + MEKi,SUPM2,Haematopoietic and Lymphoid,PD_10-PD_07,PD_10_PD_07,1.0,6.22037976683032e-11,True,False,False Negative,False Negative
CDKi + MEKi,SUPT1,Haematopoietic and Lymphoid,PD_10-PD_07,PD_10_PD_07,1.0,3.0302371722967776e-10,True,False,False Negative,False Negative
CDKi + MEKi,TK,Haematopoietic and Lymphoid,PD_10-PD_07,PD_10_PD_07,0.0,1.1829399881868596e-07,False,True,False Positive,False Positive
CDKi + MEKi,TUR,Haematopoietic and Lymphoid,PD_10-PD_07,PD_10_PD_07,1.0,1.5900614158681492e-12,True,False,False Negative,False Negative
CDKi + MEKi,U266,Haematopoietic and Lymphoid,PD_10-PD_07,PD_10_PD_07,1.0,9.084988317198396e-11,True,False,False Negative,False Negative
CDKi + MEKi,U698M,Haematopoietic and Lymphoid,PD_10-PD_07,PD_10_PD_07,1.0,5.662137425588298e-14,True,False,False Negative,False Negative
CDKi + MEKi,VAL,Haematopoietic and Lymphoid,PD_10-PD_07,PD_10_PD_07,0.0,5.082290126190436e-06,False,True,False Positive,False Positive
CDKi + MEKi,WIL2NS,Haematopoietic and Lymphoid,PD_10-PD_07,PD_10_PD_07,0.0,1.1094225538244018e-10,False,False,True Negative,True Negative
CDKi + MEKi,WSUDLCL2,Haematopoietic and Lymphoid,PD_10-PD_07,PD_10_PD_07,0.0,3.7805414354608047e-10,False,False,True Negative,True Negative
CDKi + MEKi,WSUNHL,Haematopoietic and Lymphoid,PD_10-PD_07,PD_10_PD_07,1.0,1.1094314356085988e-10,True,False,False Negative,False Negative
CDKi + MEKi,YT,Haematopoietic and Lymphoid,PD_10-PD_07,PD_10_PD_07,1.0,6.16777739992358e-11,True,False,False Negative,False Negative
CDKi + PI3Ki,697,Haematopoietic and Lymphoid,PD_08-PD_07,PD_08_PD_07,1.0,0.0126780684458883,True,True,True Positive,True Positive
CDKi + PI3Ki,A3KAW,Haematopoietic and Lymphoid,PD_08-PD_07,PD_08_PD_07,0.0,0.038509943211718,False,True,False Positive,False Positive
CDKi + PI3Ki,A4FUK,Haematopoietic and Lymphoid,PD_08-PD_07,PD_08_PD_07,0.0,0.0049144816959544,False,True,False Positive,False Positive
CDKi + PI3Ki,ALLPO,Haematopoietic and Lymphoid,PD_08-PD_07,PD_08_PD_07,1.0,0.0049144819776192,True,True,True Positive,True Positive
CDKi + PI3Ki,ALLSIL,Haematopoietic and Lymphoid,PD_08-PD_07,PD_08_PD_07,0.0,0.038509943211718,False,True,False Positive,False Positive
CDKi + PI3Ki,AMO1,Haematopoietic and Lymphoid,PD_08-PD_07,PD_08_PD_07,1.0,0.0184649467929517,True,True,True Positive,True Positive
CDKi + PI3Ki,ARH77,Haematopoietic and Lymphoid,PD_08-PD_07,PD_08_PD_07,0.0,0.0046586571862339,False,True,False Positive,False Positive
CDKi + PI3Ki,ATN1,Haematopoietic and Lymphoid,PD_08-PD_07,PD_08_PD_07,0.0,0.0046586571862339,False,True,False Positive,False Positive
CDKi + PI3Ki,BALL1,Haematopoietic and Lymphoid,PD_08-PD_07,PD_08_PD_07,1.0,0.0046586571862339,True,True,True Positive,True Positive
CDKi + PI3Ki,BC1,Haematopoietic and Lymphoid,PD_08-PD_07,PD_08_PD_07,1.0,0.0033391962093758,True,True,True Positive,True Positive
CDKi + PI3Ki,BE13,Haematopoietic and Lymphoid,PD_08-PD_07,PD_08_PD_07,1.0,0.0049144819776192,True,True,True Positive,True Positive
CDKi + PI3Ki,BL41,Haematopoietic and Lymphoid,PD_08-PD_07,PD_08_PD_07,1.0,0.0013175300276226,True,True,True Positive,True Positive
CDKi + PI3Ki,BV173,Haematopoietic and Lymphoid,PD_08-PD_07,PD_08_PD_07,0.0,0.0033391962093758,False,True,False Positive,False Positive
CDKi + PI3Ki,CA46,Haematopoietic and Lymphoid,PD_08-PD_07,PD_08_PD_07,1.0,0.0049144819776192,True,True,True Positive,True Positive
CDKi + PI3Ki,CCRFCEM,Haematopoietic and Lymphoid,PD_08-PD_07,PD_08_PD_07,1.0,0.0016892632933931,True,True,True Positive,True Positive
CDKi + PI3Ki,CESS,Haematopoietic and Lymphoid,PD_08-PD_07,PD_08_PD_07,1.0,0.0453935303782913,True,True,True Positive,True Positive
CDKi + PI3Ki,CMLT1,Haematopoietic and Lymphoid,PD_08-PD_07,PD_08_PD_07,1.0,0.038509943211718,True,True,True Positive,True Positive
CDKi + PI3Ki,CTV1,Haematopoietic and Lymphoid,PD_08-PD_07,PD_08_PD_07,1.0,0.0033330694151786,True,True,True Positive,True Positive
CDKi + PI3Ki,DAUDI,Haematopoietic and Lymphoid,PD_08-PD_07,PD_08_PD_07,1.0,0.0049144819776192,True,True,True Positive,True Positive
CDKi + PI3Ki,DB,Haematopoietic and Lymphoid,PD_08-PD_07,PD_08_PD_07,0.0,0.0049144819776192,False,True,False Positive,False Positive
CDKi + PI3Ki,DEL,Haematopoietic and Lymphoid,PD_08-PD_07,PD_08_PD_07,0.0,0.0046586571862339,False,True,False Positive,False Positive
CDKi + PI3Ki,DG75,Haematopoietic and Lymphoid,PD_08-PD_07,PD_08_PD_07,1.0,0.0016892632933931,True,True,True Positive,True Positive
CDKi + PI3Ki,DND41,Haematopoietic and Lymphoid,PD_08-PD_07,PD_08_PD_07,1.0,0.0013175354974617,True,True,True Positive,True Positive
CDKi + PI3Ki,EB2,Haematopoietic and Lymphoid,PD_08-PD_07,PD_08_PD_07,0.0,0.0046586571862339,False,True,False Positive,False Positive
CDKi + PI3Ki,EB3,Haematopoietic and Lymphoid,PD_08-PD_07,PD_08_PD_07,1.0,1.6508141765791962e-06,True,True,True Positive,True Positive
CDKi + PI3Ki,EJM,Haematopoietic and Lymphoid,PD_08-PD_07,PD_08_PD_07,0.0,0.0010929729354977,False,True,False Positive,False Positive
CDKi + PI3Ki,EM2,Haematopoietic and Lymphoid,PD_08-PD_07,PD_08_PD_07,0.0,0.000129283716682,False,True,False Positive,False Positive
CDKi + PI3Ki,EOL1CELL,Haematopoietic and Lymphoid,PD_08-PD_07,PD_08_PD_07,1.0,0.0486929527112923,True,True,True Positive,True Positive
CDKi + PI3Ki,GA10,Haematopoietic and Lymphoid,PD_08-PD_07,PD_08_PD_07,1.0,0.0049144819776192,True,True,True Positive,True Positive
CDKi + PI3Ki,GDM1,Haematopoietic and Lymphoid,PD_08-PD_07,PD_08_PD_07,1.0,0.0250353336741083,True,True,True Positive,True Positive
CDKi + PI3Ki,GRANTA519,Haematopoietic and Lymphoid,PD_08-PD_07,PD_08_PD_07,1.0,0.0388342721884145,True,True,True Positive,True Positive
CDKi + PI3Ki,GRST,Haematopoietic and Lymphoid,PD_08-PD_07,PD_08_PD_07,1.0,0.0046586571862339,True,True,True Positive,True Positive
CDKi + PI3Ki,H9,Haematopoietic and Lymphoid,PD_08-PD_07,PD_08_PD_07,1.0,0.0046586571862339,True,True,True Positive,True Positive
CDKi + PI3Ki,HAL01,Haematopoietic and Lymphoid,PD_08-PD_07,PD_08_PD_07,1.0,0.0228830266215677,True,True,True Positive,True Positive
CDKi + PI3Ki,HC1,Haematopoietic and Lymphoid,PD_08-PD_07,PD_08_PD_07,1.0,0.0453935303782913,True,True,True Positive,True Positive
CDKi + PI3Ki,HDLM2,Haematopoietic and Lymphoid,PD_08-PD_07,PD_08_PD_07,1.0,0.0003293633136044,True,True,True Positive,True Positive
CDKi + PI3Ki,HDMYZ,Haematopoietic and Lymphoid,PD_08-PD_07,PD_08_PD_07,1.0,0.0294842651618623,True,True,True Positive,True Positive
CDKi + PI3Ki,HH,Haematopoietic and Lymphoid,PD_08-PD_07,PD_08_PD_07,0.0,0.0046586571862339,False,True,False Positive,False Positive
CDKi + PI3Ki,HL60,Haematopoietic and Lymphoid,PD_08-PD_07,PD_08_PD_07,1.0,0.0049144819776192,True,True,True Positive,True Positive
CDKi + PI3Ki,HS445,Haematopoietic and Lymphoid,PD_08-PD_07,PD_08_PD_07,0.0,0.0049506482017328,False,True,False Positive,False Positive
CDKi + PI3Ki,IM9,Haematopoietic and Lymphoid,PD_08-PD_07,PD_08_PD_07,0.0,0.0126780684458883,False,True,False Positive,False Positive
CDKi + PI3Ki,JIYOYEP2003,Haematopoietic and Lymphoid,PD_08-PD_07,PD_08_PD_07,0.0,0.0046586571862339,False,True,False Positive,False Positive
CDKi + PI3Ki,JJN3,Haematopoietic and Lymphoid,PD_08-PD_07,PD_08_PD_07,1.0,0.0033391962093758,True,True,True Positive,True Positive
CDKi + PI3Ki,JSC1,Haematopoietic and Lymphoid,PD_08-PD_07,PD_08_PD_07,1.0,0.0127614610954902,True,True,True Positive,True Positive
CDKi + PI3Ki,JURLMK1,Haematopoietic and Lymphoid,PD_08-PD_07,PD_08_PD_07,0.0,0.0049144819776192,False,True,False Positive,False Positive
CDKi + PI3Ki,JVM2,Haematopoietic and Lymphoid,PD_08-PD_07,PD_08_PD_07,1.0,0.0453935362042132,True,True,True Positive,True Positive
CDKi + PI3Ki,JVM3,Haematopoietic and Lymphoid,PD_08-PD_07,PD_08_PD_07,1.0,0.0359687291115037,True,True,True Positive,True Positive
CDKi + PI3Ki,K562,Haematopoietic and Lymphoid,PD_08-PD_07,PD_08_PD_07,0.0,0.0046586571034071,False,True,False Positive,False Positive
CDKi + PI3Ki,KARPAS1106P,Haematopoietic and Lymphoid,PD_08-PD_07,PD_08_PD_07,0.0,0.038509943211718,False,True,False Positive,False Positive
CDKi + PI3Ki,KARPAS231,Haematopoietic and Lymphoid,PD_08-PD_07,PD_08_PD_07,1.0,0.0052579496997677,True,True,True Positive,True Positive
CDKi + PI3Ki,KARPAS299,Haematopoietic and Lymphoid,PD_08-PD_07,PD_08_PD_07,0.0,0.0046586571862339,False,True,False Positive,False Positive
CDKi + PI3Ki,KARPAS422,Haematopoietic and Lymphoid,PD_08-PD_07,PD_08_PD_07,1.0,1.6839197448881293e-05,True,True,True Positive,True Positive
CDKi + PI3Ki,KARPAS45,Haematopoietic and Lymphoid,PD_08-PD_07,PD_08_PD_07,1.0,0.0016892632933931,True,True,True Positive,True Positive
CDKi + PI3Ki,KARPAS620,Haematopoietic and Lymphoid,PD_08-PD_07,PD_08_PD_07,1.0,0.0246220699233359,True,True,True Positive,True Positive
CDKi + PI3Ki,KCL22,Haematopoietic and Lymphoid,PD_08-PD_07,PD_08_PD_07,1.0,3.1569170900747068e-06,True,True,True Positive,True Positive
CDKi + PI3Ki,KE37,Haematopoietic and Lymphoid,PD_08-PD_07,PD_08_PD_07,0.0,1.6839197448881293e-05,False,True,False Positive,False Positive
CDKi + PI3Ki,KG1,Haematopoietic and Lymphoid,PD_08-PD_07,PD_08_PD_07,1.0,6.147988625970768e-07,True,True,True Positive,True Positive
CDKi + PI3Ki,KMH2,Haematopoietic and Lymphoid,PD_08-PD_07,PD_08_PD_07,1.0,0.0184649467929517,True,True,True Positive,True Positive
CDKi + PI3Ki,KMOE2,Haematopoietic and Lymphoid,PD_08-PD_07,PD_08_PD_07,1.0,0.0049144819776192,True,True,True Positive,True Positive
CDKi + PI3Ki,KMS12BM,Haematopoietic and Lymphoid,PD_08-PD_07,PD_08_PD_07,1.0,8.351304907616708e-07,True,True,True Positive,True Positive
CDKi + PI3Ki,KOPN8,Haematopoietic and Lymphoid,PD_08-PD_07,PD_08_PD_07,1.0,0.0046586571034071,True,True,True Positive,True Positive
CDKi + PI3Ki,KU812,Haematopoietic and Lymphoid,PD_08-PD_07,PD_08_PD_07,1.0,0.0046586571862339,True,True,True Positive,True Positive
CDKi + PI3Ki,KY821,Haematopoietic and Lymphoid,PD_08-PD_07,PD_08_PD_07,1.0,3.0411632983784465e-05,True,True,True Positive,True Positive
CDKi + PI3Ki,L1236,Haematopoietic and Lymphoid,PD_08-PD_07,PD_08_PD_07,0.0,0.0049144819776192,False,True,False Positive,False Positive
CDKi + PI3Ki,L363,Haematopoietic and Lymphoid,PD_08-PD_07,PD_08_PD_07,1.0,0.0145325899835778,True,True,True Positive,True Positive
CDKi + PI3Ki,L428,Haematopoietic and Lymphoid,PD_08-PD_07,PD_08_PD_07,1.0,0.0049144819776192,True,True,True Positive,True Positive
CDKi + PI3Ki,L540,Haematopoietic and Lymphoid,PD_08-PD_07,PD_08_PD_07,1.0,0.0250353336741083,True,True,True Positive,True Positive
CDKi + PI3Ki,LAMA84,Haematopoietic and Lymphoid,PD_08-PD_07,PD_08_PD_07,0.0,0.0049144819776192,False,True,False Positive,False Positive
CDKi + PI3Ki,LC41,Haematopoietic and Lymphoid,PD_08-PD_07,PD_08_PD_07,1.0,0.038509943211718,True,True,True Positive,True Positive
CDKi + PI3Ki,LOUCY,Haematopoietic and Lymphoid,PD_08-PD_07,PD_08_PD_07,1.0,0.0046586571862339,True,True,True Positive,True Positive
CDKi + PI3Ki,MCCAR,Haematopoietic and Lymphoid,PD_08-PD_07,PD_08_PD_07,1.0,0.0453935362042132,True,True,True Positive,True Positive
CDKi + PI3Ki,ME1,Haematopoietic and Lymphoid,PD_08-PD_07,PD_08_PD_07,0.0,0.0453935303782913,False,True,False Positive,False Positive
CDKi + PI3Ki,MEG01,Haematopoietic and Lymphoid,PD_08-PD_07,PD_08_PD_07,0.0,0.0049144819776192,False,True,False Positive,False Positive
CDKi + PI3Ki,MHHCALL2,Haematopoietic and Lymphoid,PD_08-PD_07,PD_08_PD_07,0.0,0.0396354651356649,False,True,False Positive,False Positive
CDKi + PI3Ki,MHHPREB1,Haematopoietic and Lymphoid,PD_08-PD_07,PD_08_PD_07,1.0,0.0049144819776192,True,True,True Positive,True Positive
CDKi + PI3Ki,ML2,Haematopoietic and Lymphoid,PD_08-PD_07,PD_08_PD_07,1.0,0.0672302782456324,True,True,True Positive,True Positive
CDKi + PI3Ki,MLMA,Haematopoietic and Lymphoid,PD_08-PD_07,PD_08_PD_07,1.0,0.0003764229228829,True,True,True Positive,True Positive
CDKi + PI3Ki,MM1S,Haematopoietic and Lymphoid,PD_08-PD_07,PD_08_PD_07,1.0,0.0019332558160632,True,True,True Positive,True Positive
CDKi + PI3Ki,MN60,Haematopoietic and Lymphoid,PD_08-PD_07,PD_08_PD_07,1.0,5.88755504571381e-07,True,True,True Positive,True Positive
CDKi + PI3Ki,MOLM13,Haematopoietic and Lymphoid,PD_08-PD_07,PD_08_PD_07,1.0,0.0042455009053378,True,True,True Positive,True Positive
CDKi + PI3Ki,MOLP8,Haematopoietic and Lymphoid,PD_08-PD_07,PD_08_PD_07,0.0,0.0096647285738273,False,True,False Positive,False Positive
CDKi + PI3Ki,MOLT13,Haematopoietic and Lymphoid,PD_08-PD_07,PD_08_PD_07,0.0,0.0046586571862339,False,True,False Positive,False Positive
CDKi + PI3Ki,MOLT16,Haematopoietic and Lymphoid,PD_08-PD_07,PD_08_PD_07,1.0,0.0016787248776062,True,True,True Positive,True Positive
CDKi + PI3Ki,MOLT4,Haematopoietic and Lymphoid,PD_08-PD_07,PD_08_PD_07,1.0,0.00168927842329,True,True,True Positive,True Positive
