inhibitor_combination,cell_line,tissue,pd_combination,perturbation,exp_synergy,pred_synergy,exp_binary,pred_binary,confusion_matrix_value,classification
AKTi + MEKi,NCIH358,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.5193096888804484,True,True,True Positive,True Positive
AKTi + MEKi,NCIH441,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.5536451315234788,True,True,True Positive,True Positive
AKTi + MEKi,NCIH446,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.5376480998136699,True,True,True Positive,True Positive
AKTi + MEKi,NCIH513,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.5125754846764641,True,True,True Positive,True Positive
AKTi + MEKi,NCIH520,Lung,PD_10-PD_06,PD_10_PD_06,0.0,0.5466294260510622,False,True,False Positive,False Positive
AKTi + MEKi,NCIH522,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.5258958609930875,True,True,True Positive,True Positive
AKTi + MEKi,NCIH524,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.563451507013656,True,True,True Positive,True Positive
AKTi + MEKi,NCIH526,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.5083613403344982,True,True,True Positive,True Positive
AKTi + MEKi,NCIH596,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.5134519734571682,True,True,True Positive,True Positive
AKTi + MEKi,NCIH64,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.5376480998136699,True,True,True Positive,True Positive
AKTi + MEKi,NCIH650,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.5193096888804484,True,True,True Positive,True Positive
AKTi + MEKi,NCIH661,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.562642113941034,True,True,True Positive,True Positive
AKTi + MEKi,NCIH69,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.5466294260510622,True,True,True Positive,True Positive
AKTi + MEKi,NCIH720,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.5376480998136699,True,True,True Positive,True Positive
AKTi + MEKi,NCIH727,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.505339853915846,True,True,True Positive,True Positive
AKTi + MEKi,NCIH810,Lung,PD_10-PD_06,PD_10_PD_06,0.0,0.4985422030580258,False,True,False Positive,False Positive
AKTi + MEKi,NCIH82,Lung,PD_10-PD_06,PD_10_PD_06,0.0,0.4379067180107141,False,True,False Positive,False Positive
AKTi + MEKi,NCIH835,Lung,PD_10-PD_06,PD_10_PD_06,0.0,0.5845844803159856,False,True,False Positive,False Positive
AKTi + MEKi,NCIH841,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.5159544891248933,True,True,True Positive,True Positive
AKTi + MEKi,NCIH847,Lung,PD_10-PD_06,PD_10_PD_06,0.0,0.4554866796199077,False,True,False Positive,False Positive
AKTi + MEKi,PC14,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.5698795668941321,True,True,True Positive,True Positive
AKTi + MEKi,RERFLCKJ,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.5532087904569961,True,True,True Positive,True Positive
AKTi + MEKi,RERFLCSQ1,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.4523671284771953,True,True,True Positive,True Positive
AKTi + MEKi,SBC3,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.5170709024924784,True,True,True Positive,True Positive
AKTi + MEKi,SBC5,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.5159544891248933,True,True,True Positive,True Positive
AKTi + MEKi,SHP77,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.5776718088818797,True,True,True Positive,True Positive
AKTi + MEKi,SKLU1,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.562642113941034,True,True,True Positive,True Positive
AKTi + MEKi,SKMES1,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.5186020511854997,True,True,True Positive,True Positive
AKTi + MEKi,SW1271,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.5186020511854997,True,True,True Positive,True Positive
AKTi + MEKi,SW1573,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.4954623390714128,True,True,True Positive,True Positive
AKTi + MEKi,SW900,Lung,PD_10-PD_06,PD_10_PD_06,0.0,0.497820224758056,False,True,False Positive,False Positive
AKTi + MEKi,UMC11,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.5193096888804484,True,True,True Positive,True Positive
AKTi + MEKi,VMRCLCD,Lung,PD_10-PD_06,PD_10_PD_06,0.0,0.5501895018248453,False,True,False Positive,False Positive
AKTi + MTORi,A549,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0462259055104676,True,True,True Positive,True Positive
AKTi + MTORi,CALU3,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0207011933115118,True,True,True Positive,True Positive
AKTi + MTORi,CALU6,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0134713452436886,True,True,True Positive,True Positive
AKTi + MTORi,COLO668,Lung,PD_06-PD_14,PD_06_PD_14,0.0,0.0143249873901178,False,True,False Positive,False Positive
AKTi + MTORi,CORL105,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0183840302200165,True,True,True Positive,True Positive
AKTi + MTORi,CORL23,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0135818450571337,True,True,True Positive,True Positive
AKTi + MTORi,CORL279,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.038114309452509,True,True,True Positive,True Positive
AKTi + MTORi,CORL311,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0182258623928213,True,True,True Positive,True Positive
AKTi + MTORi,CORL88,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.016872808017587,True,True,True Positive,True Positive
AKTi + MTORi,CORL95,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.016872808017587,True,True,True Positive,True Positive
AKTi + MTORi,CPCN,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0182258623928213,True,True,True Positive,True Positive
AKTi + MTORi,DMS114,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0167619380362115,True,True,True Positive,True Positive
AKTi + MTORi,DMS273,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0385698828370848,True,True,True Positive,True Positive
AKTi + MTORi,DMS53,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0143249873901178,True,True,True Positive,True Positive
AKTi + MTORi,EBC1,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0143249873901178,True,True,True Positive,True Positive
AKTi + MTORi,EMCBAC2,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0823447769652904,True,True,True Positive,True Positive
AKTi + MTORi,EPLC272H,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0167619380362115,True,True,True Positive,True Positive
AKTi + MTORi,HARA,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0171836423630441,True,True,True Positive,True Positive
AKTi + MTORi,HCC15,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0180662692722843,True,True,True Positive,True Positive
AKTi + MTORi,HCC44,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0138235580469775,True,True,True Positive,True Positive
AKTi + MTORi,HCC78,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0143249873901178,True,True,True Positive,True Positive
AKTi + MTORi,HCC827,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0200343602707556,True,True,True Positive,True Positive
AKTi + MTORi,HOP62,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0629269932379379,True,True,True Positive,True Positive
AKTi + MTORi,HOP92,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0182258623928213,True,True,True Positive,True Positive
AKTi + MTORi,IALM,Lung,PD_06-PD_14,PD_06_PD_14,0.0,0.0107713558994204,False,True,False Positive,False Positive
AKTi + MTORi,ISTMES1,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0964937372309238,True,True,True Positive,True Positive
AKTi + MTORi,KNS62,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0362114741879436,True,True,True Positive,True Positive
AKTi + MTORi,LC1SQ,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0702322663847208,True,True,True Positive,True Positive
AKTi + MTORi,LCLC103H,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.016872808017587,True,True,True Positive,True Positive
AKTi + MTORi,LCLC97TM1,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0135818450571337,True,True,True Positive,True Positive
AKTi + MTORi,LK2,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.016872808017587,True,True,True Positive,True Positive
AKTi + MTORi,LOUNH91,Lung,PD_06-PD_14,PD_06_PD_14,0.0,0.0375556748014007,False,True,False Positive,False Positive
AKTi + MTORi,LU135,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0182258623928213,True,True,True Positive,True Positive
AKTi + MTORi,LU139,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0182258623928213,True,True,True Positive,True Positive
AKTi + MTORi,LU165,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0534048793040768,True,True,True Positive,True Positive
AKTi + MTORi,LU65,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0610105120761085,True,True,True Positive,True Positive
AKTi + MTORi,LU99A,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.018407781125973,True,True,True Positive,True Positive
AKTi + MTORi,LXF289,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0182258623928213,True,True,True Positive,True Positive
AKTi + MTORi,MPP89,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.016872808017587,True,True,True Positive,True Positive
AKTi + MTORi,MS1,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.016872808017587,True,True,True Positive,True Positive
AKTi + MTORi,MSTO211H,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0641648806770524,True,True,True Positive,True Positive
AKTi + MTORi,NCIH1048,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0225742658085053,True,True,True Positive,True Positive
AKTi + MTORi,NCIH1092,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0168978945869446,True,True,True Positive,True Positive
AKTi + MTORi,NCIH1155,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0188691517372669,True,True,True Positive,True Positive
AKTi + MTORi,NCIH1299,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0182258623928213,True,True,True Positive,True Positive
AKTi + MTORi,NCIH1341,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0298448531380515,True,True,True Positive,True Positive
AKTi + MTORi,NCIH1355,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0135818450571337,True,True,True Positive,True Positive
AKTi + MTORi,NCIH1417,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0183840302200165,True,True,True Positive,True Positive
AKTi + MTORi,NCIH1435,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0199647777072582,True,True,True Positive,True Positive
AKTi + MTORi,NCIH1563,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0588946304550813,True,True,True Positive,True Positive
AKTi + MTORi,NCIH1568,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.037418859358803,True,True,True Positive,True Positive
AKTi + MTORi,NCIH1573,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0167645595429405,True,True,True Positive,True Positive
AKTi + MTORi,NCIH1581,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0330319329942533,True,True,True Positive,True Positive
AKTi + MTORi,NCIH1623,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0168978945869446,True,True,True Positive,True Positive
AKTi + MTORi,NCIH1648,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0107713558994204,True,True,True Positive,True Positive
AKTi + MTORi,NCIH1650,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0662836330374303,True,True,True Positive,True Positive
AKTi + MTORi,NCIH1651,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0289026915853553,True,True,True Positive,True Positive
AKTi + MTORi,NCIH1666,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0830363146189528,True,True,True Positive,True Positive
AKTi + MTORi,NCIH1688,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.016872808017587,True,True,True Positive,True Positive
AKTi + MTORi,NCIH1693,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0105360692296264,True,True,True Positive,True Positive
AKTi + MTORi,NCIH1694,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0225742658085053,True,True,True Positive,True Positive
AKTi + MTORi,NCIH1703,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.016872808017587,True,True,True Positive,True Positive
AKTi + MTORi,NCIH1755,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0138235580469775,True,True,True Positive,True Positive
AKTi + MTORi,NCIH1781,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0602142644171276,True,True,True Positive,True Positive
AKTi + MTORi,NCIH1792,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0139931267742429,True,True,True Positive,True Positive
AKTi + MTORi,NCIH1793,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0171836423630441,True,True,True Positive,True Positive
AKTi + MTORi,NCIH1838,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0336906577715891,True,True,True Positive,True Positive
AKTi + MTORi,NCIH1869,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0228629326090805,True,True,True Positive,True Positive
AKTi + MTORi,NCIH1876,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0702322663847208,True,True,True Positive,True Positive
AKTi + MTORi,NCIH1915,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0393841894160539,True,True,True Positive,True Positive
AKTi + MTORi,NCIH1944,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0560825629064768,True,True,True Positive,True Positive
AKTi + MTORi,NCIH196,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0533576718971927,True,True,True Positive,True Positive
AKTi + MTORi,NCIH1963,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.016872808017587,True,True,True Positive,True Positive
AKTi + MTORi,NCIH1975,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0314672415190535,True,True,True Positive,True Positive
AKTi + MTORi,NCIH1993,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0057951333052277,True,True,True Positive,True Positive
AKTi + MTORi,NCIH2009,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0649828598736981,True,True,True Positive,True Positive
AKTi + MTORi,NCIH2023,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0255649254840008,True,True,True Positive,True Positive
AKTi + MTORi,NCIH2052,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0594832008093383,True,True,True Positive,True Positive
AKTi + MTORi,NCIH2066,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0170911460682842,True,True,True Positive,True Positive
AKTi + MTORi,NCIH2085,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0182258623928213,True,True,True Positive,True Positive
AKTi + MTORi,NCIH2087,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0450278313295104,True,True,True Positive,True Positive
AKTi + MTORi,NCIH209,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0171836423630441,True,True,True Positive,True Positive
AKTi + MTORi,NCIH211,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0141702012413365,True,True,True Positive,True Positive
AKTi + MTORi,NCIH2122,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0134713452436886,True,True,True Positive,True Positive
AKTi + MTORi,NCIH2141,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0171836423630441,True,True,True Positive,True Positive
AKTi + MTORi,NCIH2170,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0105292938604655,True,True,True Positive,True Positive
AKTi + MTORi,NCIH2228,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0171836423630441,True,True,True Positive,True Positive
AKTi + MTORi,NCIH226,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0705326501673733,True,True,True Positive,True Positive
AKTi + MTORi,NCIH23,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0143249873901178,True,True,True Positive,True Positive
AKTi + MTORi,NCIH2342,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0403952478061871,True,True,True Positive,True Positive
AKTi + MTORi,NCIH2347,Lung,PD_06-PD_14,PD_06_PD_14,0.0,0.0629269932379379,False,True,False Positive,False Positive
AKTi + MTORi,NCIH2369,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0674259625218874,True,True,True Positive,True Positive
AKTi + MTORi,NCIH2373,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.055725724470143,True,True,True Positive,True Positive
AKTi + MTORi,NCIH2405,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0107788498767298,True,True,True Positive,True Positive
AKTi + MTORi,NCIH2452,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0567066488671651,True,True,True Positive,True Positive
AKTi + MTORi,NCIH2461,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0246424743517813,True,True,True Positive,True Positive
AKTi + MTORi,NCIH2591,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0607371114310104,True,True,True Positive,True Positive
AKTi + MTORi,NCIH2595,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0168978945869446,True,True,True Positive,True Positive
AKTi + MTORi,NCIH2722,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0562898725149862,True,True,True Positive,True Positive
AKTi + MTORi,NCIH2731,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0390892172715748,True,True,True Positive,True Positive
AKTi + MTORi,NCIH2795,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0551940230319356,True,True,True Positive,True Positive
AKTi + MTORi,NCIH28,Lung,PD_06-PD_14,PD_06_PD_14,0.0,0.055725724470143,False,True,False Positive,False Positive
AKTi + MTORi,NCIH2818,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0344712874970933,True,True,True Positive,True Positive
AKTi + MTORi,NCIH3122,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.016872808017587,True,True,True Positive,True Positive
AKTi + MTORi,NCIH322M,Lung,PD_06-PD_14,PD_06_PD_14,0.0,0.0107788483370983,False,True,False Positive,False Positive
AKTi + MTORi,NCIH358,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0143249873901178,True,True,True Positive,True Positive
AKTi + MTORi,NCIH441,Lung,PD_06-PD_14,PD_06_PD_14,0.0,0.0107871652788718,False,True,False Positive,False Positive
AKTi + MTORi,NCIH446,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.016872808017587,True,True,True Positive,True Positive
AKTi + MTORi,NCIH513,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0229478826315779,True,True,True Positive,True Positive
AKTi + MTORi,NCIH520,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0225742658085053,True,True,True Positive,True Positive
AKTi + MTORi,NCIH522,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0200160336253282,True,True,True Positive,True Positive
AKTi + MTORi,NCIH524,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0381789463788906,True,True,True Positive,True Positive
AKTi + MTORi,NCIH526,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0171836423630441,True,True,True Positive,True Positive
AKTi + MTORi,NCIH596,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0375851590524832,True,True,True Positive,True Positive
AKTi + MTORi,NCIH64,Lung,PD_06-PD_14,PD_06_PD_14,0.0,0.016872808017587,False,True,False Positive,False Positive
AKTi + MTORi,NCIH650,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0143249873901178,True,True,True Positive,True Positive
AKTi + MTORi,NCIH661,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0107788471373546,True,True,True Positive,True Positive
AKTi + MTORi,NCIH69,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0225742658085053,True,True,True Positive,True Positive
AKTi + MTORi,NCIH720,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.016872808017587,True,True,True Positive,True Positive
AKTi + MTORi,NCIH727,Lung,PD_06-PD_14,PD_06_PD_14,0.0,0.046382319043794,False,True,False Positive,False Positive
AKTi + MTORi,NCIH810,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0324605512451247,True,True,True Positive,True Positive
AKTi + MTORi,NCIH82,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0547698230865131,True,True,True Positive,True Positive
AKTi + MTORi,NCIH835,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0274969816165988,True,True,True Positive,True Positive
AKTi + MTORi,NCIH841,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0182258623928213,True,True,True Positive,True Positive
AKTi + MTORi,NCIH847,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0385698828370848,True,True,True Positive,True Positive
AKTi + MTORi,PC14,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0228629326090805,True,True,True Positive,True Positive
AKTi + MTORi,RERFLCKJ,Lung,PD_06-PD_14,PD_06_PD_14,0.0,0.0107792527610786,False,True,False Positive,False Positive
AKTi + MTORi,RERFLCSQ1,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0322152106986008,True,True,True Positive,True Positive
AKTi + MTORi,SBC3,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0183913859042441,True,True,True Positive,True Positive
AKTi + MTORi,SBC5,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0182258623928213,True,True,True Positive,True Positive
AKTi + MTORi,SHP77,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0268384893996792,True,True,True Positive,True Positive
AKTi + MTORi,SKLU1,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0107788471373546,True,True,True Positive,True Positive
AKTi + MTORi,SKMES1,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0168978945869446,True,True,True Positive,True Positive
AKTi + MTORi,SW1271,Lung,PD_06-PD_14,PD_06_PD_14,0.0,0.0168978945869446,False,True,False Positive,False Positive
AKTi + MTORi,SW1573,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0197745956074242,True,True,True Positive,True Positive
AKTi + MTORi,SW900,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0763530042241189,True,True,True Positive,True Positive
AKTi + MTORi,UMC11,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0143249873901178,True,True,True Positive,True Positive
AKTi + MTORi,VMRCLCD,Lung,PD_06-PD_14,PD_06_PD_14,1.0,0.0143806815800378,True,True,True Positive,True Positive
AKTi + PI3Ki,A549,Lung,PD_08-PD_06,PD_08_PD_06,0.0,-0.0531329833287896,False,False,True Negative,True Negative
AKTi + PI3Ki,CALU3,Lung,PD_08-PD_06,PD_08_PD_06,0.0,-0.0010158045164532,False,False,True Negative,True Negative
AKTi + PI3Ki,CALU6,Lung,PD_08-PD_06,PD_08_PD_06,0.0,-0.0062883309183922,False,False,True Negative,True Negative
AKTi + PI3Ki,COLO668,Lung,PD_08-PD_06,PD_08_PD_06,0.0,-1.244893077512188e-12,False,False,True Negative,True Negative
AKTi + PI3Ki,CORL105,Lung,PD_08-PD_06,PD_08_PD_06,0.0,-0.0074373537937068,False,False,True Negative,True Negative
AKTi + PI3Ki,CORL23,Lung,PD_08-PD_06,PD_08_PD_06,1.0,-0.0062883247653149,True,False,False Negative,False Negative
AKTi + PI3Ki,CORL279,Lung,PD_08-PD_06,PD_08_PD_06,1.0,-0.0035823463287688,True,False,False Negative,False Negative
AKTi + PI3Ki,CORL311,Lung,PD_08-PD_06,PD_08_PD_06,0.0,-0.0072788043479259,False,False,True Negative,True Negative
AKTi + PI3Ki,CORL32,Lung,PD_08-PD_06,PD_08_PD_06,1.0,-0.0726786231392051,True,False,False Negative,False Negative
AKTi + PI3Ki,CORL88,Lung,PD_08-PD_06,PD_08_PD_06,0.0,-7.82391745834943e-08,False,False,True Negative,True Negative
AKTi + PI3Ki,CORL95,Lung,PD_08-PD_06,PD_08_PD_06,0.0,-7.82391745834943e-08,False,False,True Negative,True Negative
AKTi + PI3Ki,CPCN,Lung,PD_08-PD_06,PD_08_PD_06,0.0,-0.0072788043479259,False,False,True Negative,True Negative
AKTi + PI3Ki,DMS114,Lung,PD_08-PD_06,PD_08_PD_06,1.0,-1.623528032246302e-05,True,False,False Negative,False Negative
AKTi + PI3Ki,DMS273,Lung,PD_08-PD_06,PD_08_PD_06,1.0,-7.151707896446702e-06,True,False,False Negative,False Negative
AKTi + PI3Ki,DMS53,Lung,PD_08-PD_06,PD_08_PD_06,0.0,-1.244893077512188e-12,False,False,True Negative,True Negative
AKTi + PI3Ki,EBC1,Lung,PD_08-PD_06,PD_08_PD_06,1.0,-1.244893077512188e-12,True,False,False Negative,False Negative
AKTi + PI3Ki,EMCBAC2,Lung,PD_08-PD_06,PD_08_PD_06,0.0,-0.0880565286407498,False,False,True Negative,True Negative
AKTi + PI3Ki,EPLC272H,Lung,PD_08-PD_06,PD_08_PD_06,1.0,-1.623528032246302e-05,True,False,False Negative,False Negative
AKTi + PI3Ki,HARA,Lung,PD_08-PD_06,PD_08_PD_06,0.0,-0.00628602193678,False,False,True Negative,True Negative
AKTi + PI3Ki,HCC15,Lung,PD_08-PD_06,PD_08_PD_06,0.0,-0.0089943532617108,False,False,True Negative,True Negative
AKTi + PI3Ki,HCC44,Lung,PD_08-PD_06,PD_08_PD_06,1.0,-0.0072825286570972,True,False,False Negative,False Negative
AKTi + PI3Ki,HCC78,Lung,PD_08-PD_06,PD_08_PD_06,0.0,-1.244893077512188e-12,False,False,True Negative,True Negative
AKTi + PI3Ki,HCC827,Lung,PD_08-PD_06,PD_08_PD_06,0.0,-2.035014905588106e-06,False,False,True Negative,True Negative
AKTi + PI3Ki,HOP62,Lung,PD_08-PD_06,PD_08_PD_06,0.0,-0.0591164215365371,False,False,True Negative,True Negative
AKTi + PI3Ki,HOP92,Lung,PD_08-PD_06,PD_08_PD_06,0.0,-0.0072788043479259,False,False,True Negative,True Negative
AKTi + PI3Ki,IALM,Lung,PD_08-PD_06,PD_08_PD_06,0.0,-0.0025050141860352,False,False,True Negative,True Negative
AKTi + PI3Ki,ISTMES1,Lung,PD_08-PD_06,PD_08_PD_06,0.0,-0.053265366861811,False,False,True Negative,True Negative
