Perturbation,Excess,cell_line,tissue
PD_01_PD_10,-0.0100550907719844,G402,soft_tissue
PD_03_PD_05,-2.4065824555385973e-08,G402,soft_tissue
PD_03_PD_06,-0.1631881493133656,G402,soft_tissue
PD_03_PD_07,-2.8320887857091744e-09,G402,soft_tissue
PD_03_PD_08,-0.1631881493133656,G402,soft_tissue
PD_03_PD_09,-0.097614475356619,G402,soft_tissue
PD_03_PD_10,-5.134183123089997e-07,G402,soft_tissue
PD_03_PD_11,-5.136133793826048e-07,G402,soft_tissue
PD_03_PD_12,0.0,G402,soft_tissue
PD_03_PD_15,-3.4277025662277077e-11,G402,soft_tissue
PD_06_PD_08,0.0830535807151913,G402,soft_tissue
PD_06_PD_10,-0.4904198959299908,G402,soft_tissue
PD_06_PD_14,-0.1204561788629756,G402,soft_tissue
PD_07_PD_08,-0.0754864990828769,G402,soft_tissue
PD_07_PD_10,-3.444688201348356e-09,G402,soft_tissue
PD_08_PD_10,-0.3947459429391474,G402,soft_tissue
PD_08_PD_12,0.0,G402,soft_tissue
PD_08_PD_14,-0.1204561788629756,G402,soft_tissue
PD_08_PD_15,-0.010310446971209,G402,soft_tissue
PD_10_PD_12,-2.48266562863364e-08,G402,soft_tissue
PD_10_PD_13,1.9506940507341144e-10,G402,soft_tissue
PD_10_PD_15,-1.0533451888505851e-10,G402,soft_tissue
PD_01_PD_02,-0.0023856833648613,GCT,soft_tissue
PD_01_PD_03,-0.0057677380939731,GCT,soft_tissue
PD_01_PD_08,-0.0348228687259601,GCT,soft_tissue
PD_01_PD_10,-0.0042533550989648,GCT,soft_tissue
PD_03_PD_05,-1.040416189090898e-06,GCT,soft_tissue
PD_03_PD_06,-0.0177345159048986,GCT,soft_tissue
PD_03_PD_07,-1.1577143776975165e-07,GCT,soft_tissue
PD_03_PD_08,-0.0177345159048986,GCT,soft_tissue
PD_03_PD_09,-1.0404151353782254e-06,GCT,soft_tissue
PD_03_PD_10,-1.2442325994621584e-05,GCT,soft_tissue
PD_03_PD_11,-1.244767172547956e-05,GCT,soft_tissue
PD_03_PD_12,0.0,GCT,soft_tissue
PD_03_PD_15,-7.484296626891762e-09,GCT,soft_tissue
PD_06_PD_08,0.00150704848052,GCT,soft_tissue
PD_06_PD_10,-0.5467360155282758,GCT,soft_tissue
PD_06_PD_14,-0.0088525119661178,GCT,soft_tissue
PD_07_PD_08,-0.0026721907614345,GCT,soft_tissue
PD_07_PD_10,-9.115326371489375e-08,GCT,soft_tissue
PD_08_PD_10,-0.4663629382032963,GCT,soft_tissue
PD_08_PD_12,0.0,GCT,soft_tissue
PD_08_PD_14,-0.0088525119661178,GCT,soft_tissue
PD_08_PD_15,-0.0002361128279857,GCT,soft_tissue
PD_10_PD_12,-6.102119920470273e-10,GCT,soft_tissue
PD_10_PD_13,5.351377674323032e-09,GCT,soft_tissue
PD_10_PD_15,-3.746896459766447e-09,GCT,soft_tissue
PD_01_PD_02,-0.0019580784408628,HS633T,soft_tissue
PD_01_PD_03,-0.004894508496026,HS633T,soft_tissue
PD_01_PD_08,-0.0310451150727556,HS633T,soft_tissue
PD_01_PD_10,-0.0043576655182615,HS633T,soft_tissue
PD_03_PD_05,-6.443247756449111e-07,HS633T,soft_tissue
PD_03_PD_06,-0.0165685648052156,HS633T,soft_tissue
PD_03_PD_07,-6.616942838100216e-08,HS633T,soft_tissue
PD_03_PD_08,-0.0165685648052156,HS633T,soft_tissue
PD_03_PD_09,-6.443243985021496e-07,HS633T,soft_tissue
PD_03_PD_10,-8.4983903375635e-06,HS633T,soft_tissue
PD_03_PD_11,-8.501070720146053e-06,HS633T,soft_tissue
PD_03_PD_12,0.0,HS633T,soft_tissue
PD_03_PD_15,-4.0108121268644944e-09,HS633T,soft_tissue
PD_06_PD_08,0.0012798511056777,HS633T,soft_tissue
PD_06_PD_10,-0.5444325123899256,HS633T,soft_tissue
PD_06_PD_14,-0.008253103862309,HS633T,soft_tissue
PD_07_PD_08,-0.0024260503637175,HS633T,soft_tissue
PD_07_PD_10,-5.1562295877438664e-08,HS633T,soft_tissue
PD_08_PD_10,-0.4532277534597457,HS633T,soft_tissue
PD_08_PD_12,0.0,HS633T,soft_tissue
PD_08_PD_14,-0.008253103862309,HS633T,soft_tissue
PD_08_PD_15,-0.0002094292154445,HS633T,soft_tissue
PD_10_PD_12,-2.8551805364429583e-10,HS633T,soft_tissue
PD_10_PD_13,2.682539745890722e-09,HS633T,soft_tissue
PD_10_PD_15,-1.9754607949451493e-09,HS633T,soft_tissue
PD_01_PD_02,-0.0082790034620356,HT1080,soft_tissue
PD_01_PD_03,-0.0153541107658987,HT1080,soft_tissue
PD_01_PD_08,-0.0576010710351511,HT1080,soft_tissue
PD_01_PD_10,-0.0044957097227219,HT1080,soft_tissue
PD_03_PD_05,-2.593190540078893e-08,HT1080,soft_tissue
PD_03_PD_06,-0.038293410651743,HT1080,soft_tissue
PD_03_PD_07,-5.297232652523576e-10,HT1080,soft_tissue
PD_03_PD_08,-0.1191249549633725,HT1080,soft_tissue
PD_03_PD_09,-4.974800926760282e-08,HT1080,soft_tissue
PD_03_PD_10,-9.364224157204504e-07,HT1080,soft_tissue
PD_03_PD_11,-9.36972065379571e-07,HT1080,soft_tissue
PD_03_PD_12,0.0,HT1080,soft_tissue
PD_03_PD_15,-3.772449019834312e-11,HT1080,soft_tissue
PD_06_PD_08,0.0211009662509178,HT1080,soft_tissue
PD_06_PD_10,-0.4287063451579687,HT1080,soft_tissue
PD_06_PD_14,-0.0678311197842376,HT1080,soft_tissue
PD_07_PD_08,-0.0407358280626714,HT1080,soft_tissue
PD_07_PD_10,-8.227435732699462e-09,HT1080,soft_tissue
PD_08_PD_10,-0.1849649100969802,HT1080,soft_tissue
PD_08_PD_12,-0.0808315443152833,HT1080,soft_tissue
PD_08_PD_14,-0.1486626640991413,HT1080,soft_tissue
PD_08_PD_15,-0.0017385094572349,HT1080,soft_tissue
PD_10_PD_12,-2.5152221083679652e-08,HT1080,soft_tissue
PD_10_PD_13,5.496511024105644e-10,HT1080,soft_tissue
PD_10_PD_15,-2.7784152756282765e-10,HT1080,soft_tissue
PD_01_PD_02,-0.0046460920207729,KYM1,soft_tissue
PD_01_PD_03,-0.0087918581342495,KYM1,soft_tissue
PD_01_PD_08,-0.1710882969405676,KYM1,soft_tissue
PD_01_PD_10,-0.0113746796600786,KYM1,soft_tissue
PD_03_PD_05,-3.544445337233526e-08,KYM1,soft_tissue
PD_03_PD_06,-0.1205401919504588,KYM1,soft_tissue
PD_03_PD_07,-4.394959396414322e-09,KYM1,soft_tissue
PD_03_PD_08,-0.1205401919504588,KYM1,soft_tissue
PD_03_PD_09,-3.544443893943594e-08,KYM1,soft_tissue
PD_03_PD_10,-9.035993073780446e-07,KYM1,soft_tissue
PD_03_PD_11,-9.040084798517256e-07,KYM1,soft_tissue
PD_03_PD_12,0.0,KYM1,soft_tissue
PD_03_PD_15,-5.987221829428789e-11,KYM1,soft_tissue
PD_06_PD_08,0.0379093224633021,KYM1,soft_tissue
PD_06_PD_10,-0.5056240000359584,KYM1,soft_tissue
PD_06_PD_14,-0.0726146355950484,KYM1,soft_tissue
PD_07_PD_08,-0.0288041290432921,KYM1,soft_tissue
PD_07_PD_10,-6.440430522225426e-09,KYM1,soft_tissue
PD_08_PD_10,-0.4482055878319942,KYM1,soft_tissue
PD_08_PD_12,0.0,KYM1,soft_tissue
PD_08_PD_14,-0.0726146355950484,KYM1,soft_tissue
PD_08_PD_15,-0.0031183276319471,KYM1,soft_tissue
PD_10_PD_12,-4.46193473280232e-08,KYM1,soft_tissue
PD_10_PD_13,4.0917669252849004e-10,KYM1,soft_tissue
PD_10_PD_15,-2.1166302044406396e-10,KYM1,soft_tissue
PD_01_PD_02,-0.0091754384752925,MFHINO,soft_tissue
PD_01_PD_03,-0.016952626824529,MFHINO,soft_tissue
PD_01_PD_08,-0.0587172066148713,MFHINO,soft_tissue
PD_01_PD_10,-0.0069367814279673,MFHINO,soft_tissue
PD_03_PD_05,-1.7179680900092364e-08,MFHINO,soft_tissue
PD_03_PD_06,-0.0757222860690106,MFHINO,soft_tissue
PD_03_PD_07,-3.3029734503031705e-10,MFHINO,soft_tissue
PD_03_PD_08,-0.129673527083899,MFHINO,soft_tissue
PD_03_PD_09,-1.1159287410578145e-05,MFHINO,soft_tissue
PD_03_PD_10,-7.715247024586702e-07,MFHINO,soft_tissue
PD_03_PD_11,-7.719289726315637e-07,MFHINO,soft_tissue
PD_03_PD_12,2.220446049250313e-16,MFHINO,soft_tissue
PD_03_PD_15,-2.2978730029876715e-11,MFHINO,soft_tissue
PD_06_PD_08,0.0290106962795005,MFHINO,soft_tissue
PD_06_PD_10,-0.460511523056006,MFHINO,soft_tissue
PD_06_PD_14,-0.090247701291818,MFHINO,soft_tissue
PD_07_PD_08,-0.0605247020715316,MFHINO,soft_tissue
PD_07_PD_10,-6.348452874505028e-09,MFHINO,soft_tissue
PD_08_PD_10,-0.2483767241564338,MFHINO,soft_tissue
PD_08_PD_12,-0.0539512410163454,MFHINO,soft_tissue
PD_08_PD_14,-0.144198942302576,MFHINO,soft_tissue
PD_08_PD_15,-0.0024184252590639,MFHINO,soft_tissue
PD_10_PD_12,-2.0136112666158112e-08,MFHINO,soft_tissue
PD_10_PD_13,4.042706169826715e-10,MFHINO,soft_tissue
PD_10_PD_15,-2.0838142322787687e-10,MFHINO,soft_tissue
PD_01_PD_02,-0.0002201507571135,RD,soft_tissue
PD_01_PD_03,-0.000867319321625,RD,soft_tissue
PD_01_PD_08,-0.0132162468196767,RD,soft_tissue
PD_01_PD_10,-0.0011707636709782,RD,soft_tissue
PD_03_PD_05,-3.3747302952136244e-08,RD,soft_tissue
PD_03_PD_06,-0.0012343546920215,RD,soft_tissue
PD_03_PD_07,-3.611615340126661e-09,RD,soft_tissue
PD_03_PD_08,-0.0013154590738689,RD,soft_tissue
PD_03_PD_09,-5.209743068945727e-06,RD,soft_tissue
PD_03_PD_10,-4.620490670070865e-07,RD,soft_tissue
PD_03_PD_11,-4.620632562124527e-07,RD,soft_tissue
PD_03_PD_12,-2.220446049250313e-16,RD,soft_tissue
PD_03_PD_15,-6.798772655969286e-11,RD,soft_tissue
PD_06_PD_08,5.944834491344864e-08,RD,soft_tissue
PD_06_PD_10,-0.5116160680441351,RD,soft_tissue
PD_06_PD_14,-0.0039957249811315,RD,soft_tissue
PD_07_PD_08,-1.1553692378374336e-06,RD,soft_tissue
PD_07_PD_10,-6.704187205386346e-10,RD,soft_tissue
PD_08_PD_10,-0.0675935697951697,RD,soft_tissue
PD_08_PD_12,-0.0001336535055094,RD,soft_tissue
PD_08_PD_14,-0.0041293784866286,RD,soft_tissue
PD_08_PD_15,-5.362108468354165e-08,RD,soft_tissue
PD_10_PD_12,-2.4586604430165693e-07,RD,soft_tissue
PD_10_PD_13,1.4190648656153826e-11,RD,soft_tissue
PD_10_PD_15,-1.4712675522332574e-11,RD,soft_tissue
PD_01_PD_02,-0.0042197626085886,RH41,soft_tissue
PD_01_PD_03,-0.0086878862227768,RH41,soft_tissue
PD_01_PD_08,-0.0374601940025105,RH41,soft_tissue
PD_01_PD_10,-0.0098364108917604,RH41,soft_tissue
PD_03_PD_05,-6.768175242477524e-09,RH41,soft_tissue
PD_03_PD_06,-0.022957521377409,RH41,soft_tissue
PD_03_PD_07,-1.9366147574473302e-09,RH41,soft_tissue
PD_03_PD_08,-0.0230799829848694,RH41,soft_tissue
PD_03_PD_09,-3.55580345390294e-07,RH41,soft_tissue
PD_03_PD_10,-2.250390258584645e-07,RH41,soft_tissue
PD_03_PD_11,-2.250850903440238e-07,RH41,soft_tissue
PD_03_PD_12,-2.3003821070233244e-13,RH41,soft_tissue
PD_03_PD_15,-8.475775636895833e-12,RH41,soft_tissue
PD_06_PD_08,0.003296686295042,RH41,soft_tissue
PD_06_PD_10,-0.5080823613010655,RH41,soft_tissue
PD_06_PD_14,-0.0136966256856706,RH41,soft_tissue
PD_07_PD_08,-0.0066378265274648,RH41,soft_tissue
PD_07_PD_10,-1.5203118763906787e-09,RH41,soft_tissue
PD_08_PD_10,-0.2989615155606342,RH41,soft_tissue
PD_08_PD_12,-0.0001237476126986,RH41,soft_tissue
PD_08_PD_14,-0.0138203732983692,RH41,soft_tissue
PD_08_PD_15,-0.0004057215935638,RH41,soft_tissue
PD_10_PD_12,-1.010296346581896e-07,RH41,soft_tissue
PD_10_PD_13,4.606870440682087e-11,RH41,soft_tissue
PD_10_PD_15,-3.3994140835602587e-11,RH41,soft_tissue
PD_01_PD_02,-0.0023856833648613,RKN,soft_tissue
PD_01_PD_03,-0.0057677380939731,RKN,soft_tissue
PD_01_PD_08,-0.0348228687259601,RKN,soft_tissue
PD_01_PD_10,-0.0042533550989648,RKN,soft_tissue
PD_03_PD_05,-1.040416189090898e-06,RKN,soft_tissue
PD_03_PD_06,-0.0177345159048986,RKN,soft_tissue
PD_03_PD_07,-1.1577143776975165e-07,RKN,soft_tissue
PD_03_PD_08,-0.0177345159048986,RKN,soft_tissue
PD_03_PD_09,-1.0404151353782254e-06,RKN,soft_tissue
PD_03_PD_10,-1.2442325994621584e-05,RKN,soft_tissue
PD_03_PD_11,-1.244767172547956e-05,RKN,soft_tissue
PD_03_PD_12,0.0,RKN,soft_tissue
PD_03_PD_15,-7.484296626891762e-09,RKN,soft_tissue
PD_06_PD_08,0.00150704848052,RKN,soft_tissue
PD_06_PD_10,-0.5467360155282758,RKN,soft_tissue
PD_06_PD_14,-0.0088525119661178,RKN,soft_tissue
PD_07_PD_08,-0.0026721907614345,RKN,soft_tissue
PD_07_PD_10,-9.115326371489375e-08,RKN,soft_tissue
PD_08_PD_10,-0.4663629382032963,RKN,soft_tissue
PD_08_PD_12,0.0,RKN,soft_tissue
PD_08_PD_14,-0.0088525119661178,RKN,soft_tissue
PD_08_PD_15,-0.0002361128279857,RKN,soft_tissue
PD_10_PD_12,-6.102119920470273e-10,RKN,soft_tissue
PD_10_PD_13,5.351377674323032e-09,RKN,soft_tissue
PD_10_PD_15,-3.746896459766447e-09,RKN,soft_tissue
PD_01_PD_08,-0.0496498157829869,SJRH30,soft_tissue
PD_01_PD_10,-0.0007995882875515,SJRH30,soft_tissue
PD_06_PD_08,2.335294951860689e-06,SJRH30,soft_tissue
PD_06_PD_10,-0.5070221981316771,SJRH30,soft_tissue
PD_06_PD_14,-0.0176503969268108,SJRH30,soft_tissue
PD_07_PD_08,-9.805935648143915e-06,SJRH30,soft_tissue
PD_07_PD_10,-1.6063483876394002e-11,SJRH30,soft_tissue
PD_08_PD_10,-0.0020718577373639,SJRH30,soft_tissue
PD_08_PD_12,-0.0013349022020943,SJRH30,soft_tissue
PD_08_PD_14,-0.0189852990353893,SJRH30,soft_tissue
PD_08_PD_15,-4.178004866517426e-06,SJRH30,soft_tissue
PD_10_PD_12,4.2332803928957224e-13,SJRH30,soft_tissue
PD_10_PD_13,2.6356694604601216e-13,SJRH30,soft_tissue
PD_10_PD_15,-3.064215547965432e-13,SJRH30,soft_tissue
PD_01_PD_02,-0.0002201507571135,SKLMS1,soft_tissue
PD_01_PD_03,-0.000867319321625,SKLMS1,soft_tissue
PD_01_PD_08,-0.0132162468196767,SKLMS1,soft_tissue
PD_01_PD_10,-0.0011707636709782,SKLMS1,soft_tissue
PD_03_PD_05,-3.3747302952136244e-08,SKLMS1,soft_tissue
PD_03_PD_06,-0.0012343546920215,SKLMS1,soft_tissue
PD_03_PD_07,-3.611615340126661e-09,SKLMS1,soft_tissue
PD_03_PD_08,-0.0013154590738689,SKLMS1,soft_tissue
PD_03_PD_09,-5.209743068945727e-06,SKLMS1,soft_tissue
PD_03_PD_10,-4.620490670070865e-07,SKLMS1,soft_tissue
PD_03_PD_11,-4.620632562124527e-07,SKLMS1,soft_tissue
PD_03_PD_12,-2.220446049250313e-16,SKLMS1,soft_tissue
PD_03_PD_15,-6.798772655969286e-11,SKLMS1,soft_tissue
PD_06_PD_08,5.944834491344864e-08,SKLMS1,soft_tissue
PD_06_PD_10,-0.5116160680441351,SKLMS1,soft_tissue
PD_06_PD_14,-0.0039957249811315,SKLMS1,soft_tissue
PD_07_PD_08,-1.1553692378374336e-06,SKLMS1,soft_tissue
PD_07_PD_10,-6.704187205386346e-10,SKLMS1,soft_tissue
PD_08_PD_10,-0.0675935697951697,SKLMS1,soft_tissue
PD_08_PD_12,-0.0001336535055094,SKLMS1,soft_tissue
PD_08_PD_14,-0.0041293784866286,SKLMS1,soft_tissue
PD_08_PD_15,-5.362108468354165e-08,SKLMS1,soft_tissue
PD_10_PD_12,-2.4586604430165693e-07,SKLMS1,soft_tissue
PD_10_PD_13,1.4190648656153826e-11,SKLMS1,soft_tissue
PD_10_PD_15,-1.4712675522332574e-11,SKLMS1,soft_tissue
PD_01_PD_02,-0.0002201507571135,SW684,soft_tissue
PD_01_PD_03,-0.000867319321625,SW684,soft_tissue
PD_01_PD_08,-0.0132162468196767,SW684,soft_tissue
PD_01_PD_10,-0.0011707636709782,SW684,soft_tissue
PD_03_PD_05,-3.3747302952136244e-08,SW684,soft_tissue
PD_03_PD_06,-0.0012343546920215,SW684,soft_tissue
PD_03_PD_07,-3.611615340126661e-09,SW684,soft_tissue
PD_03_PD_08,-0.0013154590738689,SW684,soft_tissue
PD_03_PD_09,-5.209743068945727e-06,SW684,soft_tissue
PD_03_PD_10,-4.620490670070865e-07,SW684,soft_tissue
PD_03_PD_11,-4.620632562124527e-07,SW684,soft_tissue
PD_03_PD_12,-2.220446049250313e-16,SW684,soft_tissue
PD_03_PD_15,-6.798772655969286e-11,SW684,soft_tissue
PD_06_PD_08,5.944834491344864e-08,SW684,soft_tissue
PD_06_PD_10,-0.5116160680441351,SW684,soft_tissue
PD_06_PD_14,-0.0039957249811315,SW684,soft_tissue
PD_07_PD_08,-1.1553692378374336e-06,SW684,soft_tissue
PD_07_PD_10,-6.704187205386346e-10,SW684,soft_tissue
PD_08_PD_10,-0.0675935697951697,SW684,soft_tissue
PD_08_PD_12,-0.0001336535055094,SW684,soft_tissue
PD_08_PD_14,-0.0041293784866286,SW684,soft_tissue
PD_08_PD_15,-5.362108468354165e-08,SW684,soft_tissue
PD_10_PD_12,-2.4586604430165693e-07,SW684,soft_tissue
PD_10_PD_13,1.4190648656153826e-11,SW684,soft_tissue
PD_10_PD_15,-1.4712675522332574e-11,SW684,soft_tissue
PD_01_PD_02,-0.0438490731011902,SW872,soft_tissue
PD_01_PD_03,-0.0612398141269387,SW872,soft_tissue
PD_01_PD_08,-0.1160423006495759,SW872,soft_tissue
PD_01_PD_10,-0.1159679585966684,SW872,soft_tissue
PD_03_PD_05,-0.0016872056321477,SW872,soft_tissue
PD_03_PD_06,-0.1708212178789415,SW872,soft_tissue
PD_03_PD_07,-0.0023636918664731,SW872,soft_tissue
PD_03_PD_08,-0.0536994926798041,SW872,soft_tissue
PD_03_PD_09,-0.0016340580777545,SW872,soft_tissue
PD_03_PD_10,-0.0106061085104162,SW872,soft_tissue
PD_03_PD_11,-0.0129258965407468,SW872,soft_tissue
PD_03_PD_12,-0.0026533946666864,SW872,soft_tissue
PD_03_PD_15,-0.0001112679832383,SW872,soft_tissue
PD_06_PD_08,0.0033349560594371,SW872,soft_tissue
PD_06_PD_10,-0.4615309172007168,SW872,soft_tissue
PD_06_PD_14,-0.0922992116675075,SW872,soft_tissue
PD_07_PD_08,-0.0099147204854537,SW872,soft_tissue
PD_07_PD_10,-0.0051358683628356,SW872,soft_tissue
PD_08_PD_10,-0.3033960486743103,SW872,soft_tissue
PD_08_PD_12,-0.0344026266528862,SW872,soft_tissue
PD_08_PD_14,-0.1266280181745178,SW872,soft_tissue
PD_08_PD_15,-0.0007297910576312,SW872,soft_tissue
PD_10_PD_12,-0.0066978321871398,SW872,soft_tissue
PD_10_PD_13,0.002419729607488,SW872,soft_tissue
PD_10_PD_15,-0.0002970944729197,SW872,soft_tissue
PD_01_PD_02,-0.0121702268581477,SW982,soft_tissue
PD_01_PD_03,-0.0214299556136261,SW982,soft_tissue
PD_01_PD_08,-0.1165969526303078,SW982,soft_tissue
PD_01_PD_10,-0.0113461440261982,SW982,soft_tissue
PD_03_PD_05,-1.2070332733316036e-08,SW982,soft_tissue
PD_03_PD_06,-0.123221310462713,SW982,soft_tissue
PD_03_PD_07,-2.2886514905451347e-10,SW982,soft_tissue
PD_03_PD_08,-0.123221310462713,SW982,soft_tissue
PD_03_PD_09,-1.2070325960955586e-08,SW982,soft_tissue
PD_03_PD_10,-6.827779632789799e-07,SW982,soft_tissue
PD_03_PD_11,-6.830881208452766e-07,SW982,soft_tissue
PD_03_PD_12,0.0,SW982,soft_tissue
PD_03_PD_15,-1.4212631072041404e-11,SW982,soft_tissue
PD_06_PD_08,0.0581011064988876,SW982,soft_tissue
PD_06_PD_10,-0.5076521177491973,SW982,soft_tissue
PD_06_PD_14,-0.0810676882052484,SW982,soft_tissue
PD_07_PD_08,-0.0764679150231896,SW982,soft_tissue
PD_07_PD_10,-5.085193599541071e-09,SW982,soft_tissue
PD_08_PD_10,-0.4229568011524086,SW982,soft_tissue
PD_08_PD_12,0.0,SW982,soft_tissue
PD_08_PD_14,-0.0810676882052484,SW982,soft_tissue
PD_08_PD_15,-0.00398265618946,SW982,soft_tissue
PD_10_PD_12,-3.3543474331487744e-08,SW982,soft_tissue
PD_10_PD_13,3.1015812140822163e-10,SW982,soft_tissue
PD_10_PD_15,-1.6303480787627223e-10,SW982,soft_tissue
PD_01_PD_02,-0.0002168570298419,VAESBJ,soft_tissue
PD_01_PD_03,-0.0018909882719645,VAESBJ,soft_tissue
PD_01_PD_08,-0.0324780011790234,VAESBJ,soft_tissue
PD_01_PD_10,-0.0048362642946161,VAESBJ,soft_tissue
PD_03_PD_05,-6.428734211638698e-09,VAESBJ,soft_tissue
PD_03_PD_06,-0.0231740683517254,VAESBJ,soft_tissue
PD_03_PD_07,-1.936153126713691e-09,VAESBJ,soft_tissue
PD_03_PD_08,-0.0232965299591858,VAESBJ,soft_tissue
PD_03_PD_09,-3.553088336882837e-07,VAESBJ,soft_tissue
PD_03_PD_10,-3.110769420944237e-07,VAESBJ,soft_tissue
PD_03_PD_11,-3.11124097818194e-07,VAESBJ,soft_tissue
PD_03_PD_12,-2.3003821070233244e-13,VAESBJ,soft_tissue
PD_03_PD_15,-8.120171202108395e-12,VAESBJ,soft_tissue
PD_06_PD_08,0.0032966894735196,VAESBJ,soft_tissue
PD_06_PD_10,-0.5085691615900784,VAESBJ,soft_tissue
PD_06_PD_14,-0.0137026646318916,VAESBJ,soft_tissue
PD_07_PD_08,-0.0066378697350181,VAESBJ,soft_tissue
PD_07_PD_10,-1.5671328679189855e-09,VAESBJ,soft_tissue
PD_08_PD_10,-0.2963247297686222,VAESBJ,soft_tissue
PD_08_PD_12,-0.0001237476126986,VAESBJ,soft_tissue
PD_08_PD_14,-0.0138264122445902,VAESBJ,soft_tissue
PD_08_PD_15,-0.0004057243169571,VAESBJ,soft_tissue
PD_10_PD_12,-1.0230748315187554e-07,VAESBJ,soft_tissue
PD_10_PD_13,4.715983159542248e-11,VAESBJ,soft_tissue
PD_10_PD_15,-3.5339287052238426e-11,VAESBJ,soft_tissue
PD_01_PD_08,-0.1946249400721752,2313287,stomach
PD_01_PD_10,-0.077982001999847,2313287,stomach
PD_06_PD_08,0.0072542961528538,2313287,stomach
PD_06_PD_10,-0.1092506799291901,2313287,stomach
PD_06_PD_14,-0.0401783217607707,2313287,stomach
PD_07_PD_08,-0.0127361413375737,2313287,stomach
PD_07_PD_10,-0.0006375756444197,2313287,stomach
PD_08_PD_10,-0.1310652739492431,2313287,stomach
PD_08_PD_12,-0.3966925128790832,2313287,stomach
PD_08_PD_14,-0.4355890337830564,2313287,stomach
PD_08_PD_15,-0.0045945763912296,2313287,stomach
PD_10_PD_12,-0.0023041657287229,2313287,stomach
PD_10_PD_13,0.0002884581098235,2313287,stomach
PD_10_PD_15,-6.141853916485918e-05,2313287,stomach
PD_01_PD_02,-0.0643671786698925,AGS,stomach
PD_01_PD_03,-0.0949189022728274,AGS,stomach
PD_01_PD_08,-0.1538261360919106,AGS,stomach
PD_01_PD_10,-0.1370458151750165,AGS,stomach
PD_03_PD_05,-0.0032857614960568,AGS,stomach
PD_03_PD_06,-0.0932116789340754,AGS,stomach
PD_03_PD_07,-0.00155311445221,AGS,stomach
PD_03_PD_08,-0.0790371978881044,AGS,stomach
PD_03_PD_09,-0.0032693910826954,AGS,stomach
PD_03_PD_10,-0.0135356451521411,AGS,stomach
PD_03_PD_11,-0.0146286409081163,AGS,stomach
PD_03_PD_12,-9.945186397808392e-05,AGS,stomach
PD_03_PD_15,-0.0001351396558301,AGS,stomach
PD_06_PD_08,0.00505547578334,AGS,stomach
PD_06_PD_10,-0.4615839452637515,AGS,stomach
PD_06_PD_14,-0.0390374304329289,AGS,stomach
PD_07_PD_08,-0.0074264247939135,AGS,stomach
PD_07_PD_10,-0.0019828811675377,AGS,stomach
PD_08_PD_10,-0.4235275054395725,AGS,stomach
PD_08_PD_12,-0.0406470234707406,AGS,stomach
PD_08_PD_14,-0.0795495786557067,AGS,stomach
PD_08_PD_15,-0.000883142285125,AGS,stomach
PD_10_PD_12,-0.0006097576748896,AGS,stomach
PD_10_PD_13,0.0011304907848581,AGS,stomach
PD_10_PD_15,-0.0002297166202434,AGS,stomach
PD_01_PD_02,-0.0012060777901028,ECC10,stomach
PD_01_PD_03,-0.00599651448538,ECC10,stomach
PD_01_PD_08,-0.0224522466978034,ECC10,stomach
PD_01_PD_10,-0.0040775505992292,ECC10,stomach
PD_03_PD_05,-1.348243437893082e-06,ECC10,stomach
PD_03_PD_06,-0.0323997514942773,ECC10,stomach
PD_03_PD_07,-1.51905650502826e-07,ECC10,stomach
PD_03_PD_08,-0.0216815673224803,ECC10,stomach
PD_03_PD_09,-1.348243393151094e-06,ECC10,stomach
PD_03_PD_10,-1.4759192430102708e-05,ECC10,stomach
PD_03_PD_11,-1.476098985719876e-05,ECC10,stomach
PD_03_PD_12,-4.8986426026687e-10,ECC10,stomach
PD_03_PD_15,-9.891155228203274e-09,ECC10,stomach
PD_06_PD_08,0.0018284920259428,ECC10,stomach
PD_06_PD_10,-0.5352975790684218,ECC10,stomach
PD_06_PD_14,-0.0130792603444515,ECC10,stomach
PD_07_PD_08,-0.0039324997608488,ECC10,stomach
PD_07_PD_10,-3.7115217121908024e-08,ECC10,stomach
PD_08_PD_10,-0.1588585269147211,ECC10,stomach
PD_08_PD_12,-0.0002405840866206,ECC10,stomach
PD_08_PD_14,-0.0133198444309732,ECC10,stomach
PD_08_PD_15,-0.0002418043643245,ECC10,stomach
PD_10_PD_12,-2.9262259282347713e-10,ECC10,stomach
PD_10_PD_13,1.7991498291181072e-09,ECC10,stomach
PD_10_PD_15,-1.2340138910715835e-09,ECC10,stomach
PD_01_PD_02,-0.0536375181901002,FU97,stomach
PD_01_PD_03,-0.0739281820420187,FU97,stomach
PD_01_PD_08,-0.0901652205407117,FU97,stomach
PD_01_PD_10,-0.1393615209115838,FU97,stomach
PD_03_PD_05,-0.0019525217749019,FU97,stomach
PD_03_PD_06,-0.157660068351639,FU97,stomach
PD_03_PD_07,-0.0028891930142094,FU97,stomach
PD_03_PD_08,-0.0331509721946475,FU97,stomach
PD_03_PD_09,-0.0019181192194906,FU97,stomach
PD_03_PD_10,-0.0165840720376718,FU97,stomach
PD_03_PD_11,-0.0219889580212602,FU97,stomach
PD_03_PD_12,-0.0050969989327512,FU97,stomach
PD_03_PD_15,-0.0001367788044039,FU97,stomach
PD_06_PD_08,0.0010838826790149,FU97,stomach
PD_06_PD_10,-0.4727928445201202,FU97,stomach
PD_06_PD_14,-0.0772246331082048,FU97,stomach
